tier relicName itemName chance
Neo V7 "Valkyr Prime Chassis Blueprint" 2.0
Neo V8 "Loki Prime Blueprint" 25.33
Neo V8 "Odonata Prime Harness Blueprint" 25.33
Neo V8 "Wyrm Prime Blueprint" 25.33
Neo V8 "Bo Prime Handle" 11.0
Neo V8 "Forma Blueprint" 11.0
Neo V8 "Volt Prime Neuroptics Blueprint" 2.0
Neo V9 "Venka Prime Blades" 25.33
Neo V9 "Forma Blueprint" 25.33
Neo V9 "Nyx Prime Blueprint" 25.33
Neo V9 "Cernos Prime Blueprint" 11.0
Neo V9 "Lex Prime Blueprint" 11.0
Neo V9 "Valkyr Prime Chassis Blueprint" 2.0
Neo Z1 "Paris Prime Blueprint" 25.33
Neo Z1 "Nekros Prime Chassis Blueprint" 25.33
Neo Z1 "Orthos Prime Handle" 25.33
Neo Z1 "Galatine Prime Handle" 11.0
Neo Z1 "Forma Blueprint" 11.0
Neo Z1 "Zephyr Prime Blueprint" 2.0
Neo Z2 "Lex Prime Blueprint" 25.33
Neo Z2 "Akbolto Prime Blueprint" 25.33
Neo Z2 "Braton Prime Stock" 25.33
Neo Z2 "Mesa Prime Blueprint" 11.0
Neo Z2 "Pyrana Prime Receiver" 11.0
Neo Z2 "Zephyr Prime Blueprint" 2.0
Neo Z3 "Bronco Prime Receiver" 25.33
Neo Z3 "Zephyr Prime Neuroptics Blueprint" 25.33
Neo Z3 "Forma Blueprint" 25.33
Neo Z3 "Mesa Prime Blueprint" 11.0
Neo Z3 "Akjagara Prime Receiver" 11.0
Neo Z3 "Zhuge Prime Barrel" 2.0
Neo Z4 "Paris Prime String" 25.33
Neo Z4 "Burston Prime Stock" 25.33
Neo Z4 "Kronen Prime Blueprint" 25.33
Neo Z4 "Forma Blueprint" 11.0
Neo Z4 "Redeemer Prime Blueprint" 11.0
Neo Z4 "Zephyr Prime Blueprint" 2.0
Neo Z5 "Lex Prime Barrel" 25.33
Neo Z5 "Burston Prime Stock" 25.33
Neo Z5 "Akjagara Prime Blueprint" 25.33
Neo Z5 "Aksomati Prime Barrel" 11.0
Neo Z5 "Forma Blueprint" 11.0
Neo Z5 "Zhuge Prime Barrel" 2.0
Neo Z6 "Guandao Prime Blade" 25.33
Neo Z6 "Paris Prime String" 25.33
Neo Z6 "Braton Prime Blueprint" 25.33
Neo Z6 "Tipedo Prime Ornament" 11.0
Neo Z6 "Titania Prime Neuroptics Blueprint" 11.0
Neo Z6 "Zhuge Prime Barrel" 2.0
Neo Z7 "Forma Blueprint" 25.33
Neo Z7 "Wukong Prime Neuroptics Blueprint" 25.33
Neo Z7 "Atlas Prime Blueprint" 25.33
Neo Z7 "Octavia Prime Chassis Blueprint" 11.0
Neo Z7 "Akbronco Prime Link" 11.0
Neo Z7 "Zhuge Prime Barrel" 2.0
Neo Z8 "Kronen Prime Blueprint" 25.33
Neo Z8 "Chroma Prime Chassis Blueprint" 25.33
Neo Z8 "Braton Prime Stock" 25.33
Neo Z8 "Gram Prime Blueprint" 11.0
Neo Z8 "Forma Blueprint" 11.0
Neo Z8 "Zephyr Prime Systems Blueprint" 2.0
