"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw"
"Meso S5 Relic (Intact) ","Burston Prime Stock (25.33%)","Braton Prime Barrel (25.33%)","Lex Prime Barrel (25.33%)","Forma Blueprint (11.0%)","Saryn Prime Neuroptics (11.0%)","Sybaris Prime Barrel (2.0%)","Meso","S5","Intact","Burston Prime Stock","Braton Prime Barrel","Lex Prime Barrel","Forma Blueprint","Saryn Prime Neuroptics","Sybaris Prime Barrel"
"Meso S6 Relic (Intact) ","Galatine Prime Blade (25.33%)","Helios Prime Carapace (25.33%)","Valkyr Prime Blueprint (25.33%)","Cernos Prime String (11.0%)","Tigris Prime Receiver (11.0%)","Spira Prime Blade (2.0%)","Meso","S6","Intact","Galatine Prime Blade","Helios Prime Carapace","Valkyr Prime Blueprint","Cernos Prime String","Tigris Prime Receiver","Spira Prime Blade"
"Meso S7 Relic (Intact) ","Forma Blueprint (25.33%)","Cernos Prime Upper Limb (25.33%)","Venka Prime Blades (25.33%)","Paris Prime Grip (11.0%)","Nami Skyla Prime Handle (11.0%)","Sybaris Prime Barrel (2.0%)","Meso","S7","Intact","Forma Blueprint","Cernos Prime Upper Limb","Venka Prime Blades","Paris Prime Grip","Nami Skyla Prime Handle","Sybaris Prime Barrel"
"Meso S8 Relic (Intact) ","Gram Prime Blade (25.33%)","Forma Blueprint (25.33%)","Bronco Prime Receiver (25.33%)","Ballistica Prime Upper Limb (11.0%)","Burston Prime Barrel (11.0%)","Sybaris Prime Barrel (2.0%)","Meso","S8","Intact","Gram Prime Blade","Forma Blueprint","Bronco Prime Receiver","Ballistica Prime Upper Limb","Burston Prime Barrel","Sybaris Prime Barrel"
"Meso S9 Relic (Intact) ","Spira Prime Blueprint (25.33%)","Braton Prime Blueprint (25.33%)","Lex Prime Barrel (25.33%)","Saryn Prime Neuroptics (11.0%)","Forma Blueprint (11.0%)","Spira Prime Pouch (2.0%)","Meso","S9","Intact","Spira Prime Blueprint","Braton Prime Blueprint","Lex Prime Barrel","Saryn Prime Neuroptics","Forma Blueprint","Spira Prime Pouch"
"Meso T1 Relic (Intact) ","Fang Prime Blueprint (25.33%)","Braton Prime Stock (25.33%)","Burston Prime Receiver (25.33%)","Paris Prime Upper Limb (11.0%)","Forma Blueprint (11.0%)","Tiberon Prime Barrel (2.0%)","Meso","T1","Intact","Fang Prime Blueprint","Braton Prime Stock","Burston Prime Receiver","Paris Prime Upper Limb","Forma Blueprint","Tiberon Prime Barrel"
"Meso T2 Relic (Intact) ","Lex Prime Barrel (25.33%)","Paris Prime Lower Limb (25.33%)","Forma Blueprint (25.33%)","Tigris Prime Receiver (11.0%)","Banshee Prime Blueprint (11.0%)","Tiberon Prime Stock (2.0%)","Meso","T2","Intact","Lex Prime Barrel","Paris Prime Lower Limb","Forma Blueprint","Tigris Prime Receiver","Banshee Prime Blueprint","Tiberon Prime Stock"
"Meso T3 Relic (Intact) ","Lex Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Paris Prime Lower Limb (25.33%)","Chroma Prime Chassis (11.0%)","Limbo Prime Blueprint (11.0%)","Tiberon Prime Stock (2.0%)","Meso","T3","Intact","Lex Prime Barrel","Forma Blueprint","Paris Prime Lower Limb","Chroma Prime Chassis","Limbo Prime Blueprint","Tiberon Prime Stock"
"Meso T4 Relic (Intact) ","Zhuge Prime Grip (25.33%)","Ninkondi Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Wukong Prime Systems (11.0%)","Paris Prime Grip (11.0%)","Tenora Prime Receiver (2.0%)","Meso","T4","Intact","Zhuge Prime Grip","Ninkondi Prime Blueprint","Forma Blueprint","Wukong Prime Systems","Paris Prime Grip","Tenora Prime Receiver"
"Meso T5 Relic (Intact) ","Paris Prime Upper Limb (25.33%)","Tekko Prime Gauntlet (25.33%)","Forma Blueprint (25.33%)","Panthera Prime Stock (11.0%)","Astilla Prime Stock (11.0%)","Tenora Prime Barrel (2.0%)","Meso","T5","Intact","Paris Prime Upper Limb","Tekko Prime Gauntlet","Forma Blueprint","Panthera Prime Stock","Astilla Prime Stock","Tenora Prime Barrel"
"Meso V1 Relic (Intact) ","Burston Prime Blueprint (25.33%)","Spira Prime Blueprint (25.33%)","Carrier Prime Blueprint (25.33%)","Braton Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Vectis Prime Receiver (2.0%)","Meso","V1","Intact","Burston Prime Blueprint","Spira Prime Blueprint","Carrier Prime Blueprint","Braton Prime Blueprint","Forma Blueprint","Vectis Prime Receiver"
"Meso V2 Relic (Intact) ","Vasto Prime Receiver (25.33%)","Paris Prime Blueprint (25.33%)","Ash Prime Chassis (25.33%)","Forma Blueprint (11.0%)","Volt Prime Chassis (11.0%)","Nikana Prime Blade (2.0%)","Meso","V2","Intact","Vasto Prime Receiver","Paris Prime Blueprint","Ash Prime Chassis","Forma Blueprint","Volt Prime Chassis","Nikana Prime Blade"
"Meso V3 Relic (Intact) ","Carrier Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Spira Prime Blueprint (25.33%)","Kavasa Prime Band (11.0%)","Volt Prime Chassis (11.0%)","Valkyr Prime Systems (2.0%)","Meso","V3","Intact","Carrier Prime Blueprint","Forma Blueprint","Spira Prime Blueprint","Kavasa Prime Band","Volt Prime Chassis","Valkyr Prime Systems"
"Meso V4 Relic (Intact) ","Carrier Prime Blueprint (25.33%)","Lex Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Valkyr Prime Neuroptics (11.0%)","Ash Prime Neuroptics (11.0%)","Vauban Prime Chassis (2.0%)","Meso","V4","Intact","Carrier Prime Blueprint","Lex Prime Barrel","Forma Blueprint","Valkyr Prime Neuroptics","Ash Prime Neuroptics","Vauban Prime Chassis"
"Meso V5 Relic (Intact) ","Bronco Prime Blueprint (25.33%)","Cernos Prime Grip (25.33%)","Spira Prime Blueprint (25.33%)","Euphona Prime Barrel (11.0%)","Silva & Aegis Prime Blueprint (11.0%)","Venka Prime Gauntlet (2.0%)","Meso","V5","Intact","Bronco Prime Blueprint","Cernos Prime Grip","Spira Prime Blueprint","Euphona Prime Barrel","Silva & Aegis Prime Blueprint","Venka Prime Gauntlet"
"Meso V6 Relic (Intact) ","Akstiletto Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Braton Prime Barrel (25.33%)","Vauban Prime Blueprint (11.0%)","Carrier Prime Cerebrum (11.0%)","Vectis Prime Receiver (2.0%)","Meso","V6","Intact","Akstiletto Prime Barrel","Forma Blueprint","Braton Prime Barrel","Vauban Prime Blueprint","Carrier Prime Cerebrum","Vectis Prime Receiver"
"Meso W1 Relic (Intact) ","Tekko Prime Gauntlet (25.33%)","Tipedo Prime Blueprint (25.33%)","Zhuge Prime String (25.33%)","Fang Prime Handle (11.0%)","Zephyr Prime Chassis (11.0%)","Wukong Prime Blueprint (2.0%)","Meso","W1","Intact","Tekko Prime Gauntlet","Tipedo Prime Blueprint","Zhuge Prime String","Fang Prime Handle","Zephyr Prime Chassis","Wukong Prime Blueprint"
"Meso Z1 Relic (Intact) ","Burston Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Fang Prime Blueprint (25.33%)","Helios Prime Blueprint (11.0%)","Limbo Prime Blueprint (11.0%)","Zephyr Prime Blueprint (2.0%)","Meso","Z1","Intact","Burston Prime Receiver","Forma Blueprint","Fang Prime Blueprint","Helios Prime Blueprint","Limbo Prime Blueprint","Zephyr Prime Blueprint"
"Meso Z2 Relic (Intact) ","Sybaris Prime Blueprint (25.33%)","Redeemer Prime Blade (25.33%)","Braton Prime Blueprint (25.33%)","Hydroid Prime Blueprint (11.0%)","Rubico Prime Barrel (11.0%)","Zephyr Prime Systems (2.0%)","Meso","Z2","Intact","Sybaris Prime Blueprint","Redeemer Prime Blade","Braton Prime Blueprint","Hydroid Prime Blueprint","Rubico Prime Barrel","Zephyr Prime Systems"
"Meso Z3 Relic (Intact) ","Chroma Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Stradavar Prime Receiver (25.33%)","Akjagara Prime Link (11.0%)","Rubico Prime Barrel (11.0%)","Zephyr Prime Systems (2.0%)","Meso","Z3","Intact","Chroma Prime Blueprint","Forma Blueprint","Stradavar Prime Receiver","Akjagara Prime Link","Rubico Prime Barrel","Zephyr Prime Systems"
"Meso Z4 Relic (Intact) ","Volnus Prime Blueprint (25.33%)","Titania Prime Chassis (25.33%)","Forma Blueprint (25.33%)","Tenora Prime Stock (11.0%)","Bronco Prime Barrel (11.0%)","Zakti Prime Blueprint (2.0%)","Meso","Z4","Intact","Volnus Prime Blueprint","Titania Prime Chassis","Forma Blueprint","Tenora Prime Stock","Bronco Prime Barrel","Zakti Prime Blueprint"
"Neo A1 Relic (Intact) ","Carrier Prime Systems (25.33%)","Braton Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Cernos Prime String (11.0%)","Vectis Prime Blueprint (11.0%)","Akstiletto Prime Blueprint (2.0%)","Neo","A1","Intact","Carrier Prime Systems","Braton Prime Barrel","Forma Blueprint","Cernos Prime String","Vectis Prime Blueprint","Akstiletto Prime Blueprint"
"Neo A2 Relic (Intact) ","Pyrana Prime Barrel (25.33%)","Kronen Prime Blueprint (25.33%)","Limbo Prime Systems (25.33%)","Zephyr Prime Chassis (11.0%)","Forma Blueprint (11.0%)","Akbolto Prime Receiver (2.0%)","Neo","A2","Intact","Pyrana Prime Barrel","Kronen Prime Blueprint","Limbo Prime Systems","Zephyr Prime Chassis","Forma Blueprint","Akbolto Prime Receiver"
"Neo A3 Relic (Intact) ","Zhuge Prime Grip (25.33%)","Lex Prime Barrel (25.33%)","Mesa Prime Chassis (25.33%)","Atlas Prime Systems (11.0%)","Equinox Prime Neuroptics (11.0%)","Akjagara Prime Barrel (2.0%)","Neo","A3","Intact","Zhuge Prime Grip","Lex Prime Barrel","Mesa Prime Chassis","Atlas Prime Systems","Equinox Prime Neuroptics","Akjagara Prime Barrel"
"Neo A4 Relic (Intact) ","Carrier Prime Carapace (25.33%)","Vauban Prime Chassis (25.33%)","Forma Blueprint (25.33%)","Ash Prime Neuroptics (11.0%)","Vectis Prime Blueprint (11.0%)","Akstiletto Prime Blueprint (2.0%)","Neo","A4","Intact","Carrier Prime Carapace","Vauban Prime Chassis","Forma Blueprint","Ash Prime Neuroptics","Vectis Prime Blueprint","Akstiletto Prime Blueprint"
"Neo A5 Relic (Intact) ","Gara Prime Systems (25.33%)","Paris Prime String (25.33%)","Forma Blueprint (25.33%)","Octavia Prime Chassis (11.0%)","Karyst Prime Handle (11.0%)","Atlas Prime Neuroptics (2.0%)","Neo","A5","Intact","Gara Prime Systems","Paris Prime String","Forma Blueprint","Octavia Prime Chassis","Karyst Prime Handle","Atlas Prime Neuroptics"
"Neo A6 Relic (Intact) ","Nami Skyla Prime Blueprint (25.33%)","Burston Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Hydroid Prime Blueprint (11.0%)","Ballistica Prime String (11.0%)","Akjagara Prime Barrel (2.0%)","Neo","A6","Intact","Nami Skyla Prime Blueprint","Burston Prime Blueprint","Forma Blueprint","Hydroid Prime Blueprint","Ballistica Prime String","Akjagara Prime Barrel"
"Neo B1 Relic (Intact) ","Paris Prime String (25.33%)","Trinity Prime Systems (25.33%)","Bronco Prime Receiver (25.33%)","Vectis Prime Stock (11.0%)","Burston Prime Barrel (11.0%)","Banshee Prime Chassis (2.0%)","Neo","B1","Intact","Paris Prime String","Trinity Prime Systems","Bronco Prime Receiver","Vectis Prime Stock","Burston Prime Barrel","Banshee Prime Chassis"
"Neo B2 Relic (Intact) ","Tigris Prime Stock (25.33%)","Braton Prime Stock (25.33%)","Fang Prime Blueprint (25.33%)","Venka Prime Blueprint (11.0%)","Forma Blueprint (11.0%)","Banshee Prime Chassis (2.0%)","Neo","B2","Intact","Tigris Prime Stock","Braton Prime Stock","Fang Prime Blueprint","Venka Prime Blueprint","Forma Blueprint","Banshee Prime Chassis"
"Neo B3 Relic (Intact) ","Boar Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Rhino Prime Systems (25.33%)","Mag Prime Chassis (11.0%)","Dakra Prime Blade (11.0%)","Boltor Prime Blueprint (2.0%)","Neo","B3","Intact","Boar Prime Blueprint","Forma Blueprint","Rhino Prime Systems","Mag Prime Chassis","Dakra Prime Blade","Boltor Prime Blueprint"
"Neo B4 Relic (Intact) ","Hydroid Prime Chassis (25.33%)","Burston Prime Stock (25.33%)","Forma Blueprint (25.33%)","Kronen Prime Handle (11.0%)","Tigris Prime Barrel (11.0%)","Banshee Prime Systems (2.0%)","Neo","B4","Intact","Hydroid Prime Chassis","Burston Prime Stock","Forma Blueprint","Kronen Prime Handle","Tigris Prime Barrel","Banshee Prime Systems"
"Neo B5 Relic (Intact) ","Braton Prime Barrel (25.33%)","Ballistica Prime Lower Limb (25.33%)","Forma Blueprint (25.33%)","Destreza Prime Blueprint (11.0%)","Oberon Prime Blueprint (11.0%)","Banshee Prime Systems (2.0%)","Neo","B5","Intact","Braton Prime Barrel","Ballistica Prime Lower Limb","Forma Blueprint","Destreza Prime Blueprint","Oberon Prime Blueprint","Banshee Prime Systems"
"Neo B6 Relic (Intact) ","Euphona Prime Blueprint (25.33%)","Mirage Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Kogake Prime Blueprint (11.0%)","Akbolto Prime Link (11.0%)","Banshee Prime Chassis (2.0%)","Neo","B6","Intact","Euphona Prime Blueprint","Mirage Prime Neuroptics","Forma Blueprint","Kogake Prime Blueprint","Akbolto Prime Link","Banshee Prime Chassis"
"Neo B7 Relic (Intact) ","Tenora Prime Blueprint (25.33%)","Braton Prime Blueprint (25.33%)","Aksomati Prime Receiver (25.33%)","Tekko Prime Blueprint (11.0%)","Dethcube Prime Carapace (11.0%)","Baza Prime Stock (2.0%)","Neo","B7","Intact","Tenora Prime Blueprint","Braton Prime Blueprint","Aksomati Prime Receiver","Tekko Prime Blueprint","Dethcube Prime Carapace","Baza Prime Stock"
"Neo C1 Relic (Intact) ","Limbo Prime Systems (25.33%)","Kronen Prime Blueprint (25.33%)","Mesa Prime Chassis (25.33%)","Redeemer Prime Blueprint (11.0%)","Pyrana Prime Receiver (11.0%)","Chroma Prime Systems (2.0%)","Neo","C1","Intact","Limbo Prime Systems","Kronen Prime Blueprint","Mesa Prime Chassis","Redeemer Prime Blueprint","Pyrana Prime Receiver","Chroma Prime Systems"
"Neo D1 Relic (Intact) ","Mag Prime Systems (25.33%)","Vasto Prime Barrel (25.33%)","Boar Prime Blueprint (25.33%)","Trinity Prime Neuroptics (11.0%)","Forma Blueprint (11.0%)","Dakra Prime Blade (2.0%)","Neo","D1","Intact","Mag Prime Systems","Vasto Prime Barrel","Boar Prime Blueprint","Trinity Prime Neuroptics","Forma Blueprint","Dakra Prime Blade"
"Neo D2 Relic (Intact) ","Nezha Prime Systems (25.33%)","Braton Prime Stock (25.33%)","Forma Blueprint (25.33%)","Titania Prime Blueprint (11.0%)","Equinox Prime Neuroptics (11.0%)","Dethcube Prime Cerebrum (2.0%)","Neo","D2","Intact","Nezha Prime Systems","Braton Prime Stock","Forma Blueprint","Titania Prime Blueprint","Equinox Prime Neuroptics","Dethcube Prime Cerebrum"
"Neo D3 Relic (Intact) ","Paris Prime Lower Limb (25.33%)","Akbronco Prime Blueprint (25.33%)","Nezha Prime Systems (25.33%)","Forma Blueprint (11.0%)","Zakti Prime Barrel (11.0%)","Dethcube Prime Blueprint (2.0%)","Neo","D3","Intact","Paris Prime Lower Limb","Akbronco Prime Blueprint","Nezha Prime Systems","Forma Blueprint","Zakti Prime Barrel","Dethcube Prime Blueprint"
"Neo D4 Relic (Intact) ","Trinity Prime Systems (25.33%)","Braton Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Dual Kamas Prime Handle (11.0%)","Limbo Prime Blueprint (11.0%)","Destreza Prime Blade (2.0%)","Neo","D4","Intact","Trinity Prime Systems","Braton Prime Barrel","Forma Blueprint","Dual Kamas Prime Handle","Limbo Prime Blueprint","Destreza Prime Blade"
"Neo E1 Relic (Intact) ","Frost Prime Neuroptics (25.33%)","Loki Prime Neuroptics (25.33%)","Wyrm Prime Blueprint (25.33%)","Reaper Prime Blade (11.0%)","Forma Blueprint (11.0%)","Ember Prime Blueprint (2.0%)","Neo","E1","Intact","Frost Prime Neuroptics","Loki Prime Neuroptics","Wyrm Prime Blueprint","Reaper Prime Blade","Forma Blueprint","Ember Prime Blueprint"
"Neo E2 Relic (Intact) ","Burston Prime Receiver (25.33%)","Dethcube Prime Systems (25.33%)","Corinth Prime Blueprint (25.33%)","Zakti Prime Barrel (11.0%)","Atlas Prime Chassis (11.0%)","Equinox Prime Systems (2.0%)","Neo","E2","Intact","Burston Prime Receiver","Dethcube Prime Systems","Corinth Prime Blueprint","Zakti Prime Barrel","Atlas Prime Chassis","Equinox Prime Systems"
"Neo F1 Relic (Intact) ","Sicarus Prime Barrel (25.33%)","Ember Prime Chassis (25.33%)","Sicarus Prime Blueprint (25.33%)","Bo Prime Handle (11.0%)","Forma Blueprint (11.0%)","Frost Prime Blueprint (2.0%)","Neo","F1","Intact","Sicarus Prime Barrel","Ember Prime Chassis","Sicarus Prime Blueprint","Bo Prime Handle","Forma Blueprint","Frost Prime Blueprint"
"Neo G1 Relic (Intact) ","Mirage Prime Neuroptics (25.33%)","Forma Blueprint (25.33%)","Kogake Prime Boot (25.33%)","Paris Prime Grip (11.0%)","Hydroid Prime Neuroptics (11.0%)","Gram Prime Handle (2.0%)","Neo","G1","Intact","Mirage Prime Neuroptics","Forma Blueprint","Kogake Prime Boot","Paris Prime Grip","Hydroid Prime Neuroptics","Gram Prime Handle"
"Neo G2 Relic (Intact) ","Forma Blueprint (25.33%)","Dethcube Prime Systems (25.33%)","Redeemer Prime Blade (25.33%)","Pyrana Prime Receiver (11.0%)","Zhuge Prime Blueprint (11.0%)","Gram Prime Handle (2.0%)","Neo","G2","Intact","Forma Blueprint","Dethcube Prime Systems","Redeemer Prime Blade","Pyrana Prime Receiver","Zhuge Prime Blueprint","Gram Prime Handle"
"Neo G3 Relic (Intact) ","Burston Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Fang Prime Blade (25.33%)","Sybaris Prime Receiver (11.0%)","Silva & Aegis Prime Blueprint (11.0%)","Galatine Prime Blueprint (2.0%)","Neo","G3","Intact","Burston Prime Receiver","Forma Blueprint","Fang Prime Blade","Sybaris Prime Receiver","Silva & Aegis Prime Blueprint","Galatine Prime Blueprint"
"Neo H1 Relic (Intact) ","Orthos Prime Handle (25.33%)","Fragor Prime Head (25.33%)","Burston Prime Receiver (25.33%)","Banshee Prime Blueprint (11.0%)","Tigris Prime Barrel (11.0%)","Hydroid Prime Systems (2.0%)","Neo","H1","Intact","Orthos Prime Handle","Fragor Prime Head","Burston Prime Receiver","Banshee Prime Blueprint","Tigris Prime Barrel","Hydroid Prime Systems"
"Neo H2 Relic (Intact) ","Euphona Prime Blueprint (25.33%)","Burston Prime Stock (25.33%)","Fang Prime Blueprint (25.33%)","Rubico Prime Barrel (11.0%)","Ballistica Prime Receiver (11.0%)","Hydroid Prime Systems (2.0%)","Neo","H2","Intact","Euphona Prime Blueprint","Burston Prime Stock","Fang Prime Blueprint","Rubico Prime Barrel","Ballistica Prime Receiver","Hydroid Prime Systems"
"Neo H3 Relic (Intact) ","Ballistica Prime Lower Limb (25.33%)","Fang Prime Handle (25.33%)","Forma Blueprint (25.33%)","Mesa Prime Systems (11.0%)","Nami Skyla Prime Handle (11.0%)","Hydroid Prime Systems (2.0%)","Neo","H3","Intact","Ballistica Prime Lower Limb","Fang Prime Handle","Forma Blueprint","Mesa Prime Systems","Nami Skyla Prime Handle","Hydroid Prime Systems"
"Neo I1 Relic (Intact) ","Zhuge Prime String (25.33%)","Fang Prime Blade (25.33%)","Wukong Prime Neuroptics (25.33%)","Akjagara Prime Receiver (11.0%)","Limbo Prime Blueprint (11.0%)","Ivara Prime Chassis (2.0%)","Neo","I1","Intact","Zhuge Prime String","Fang Prime Blade","Wukong Prime Neuroptics","Akjagara Prime Receiver","Limbo Prime Blueprint","Ivara Prime Chassis"
"Neo I2 Relic (Intact) ","Burston Prime Receiver (25.33%)","Dethcube Prime Systems (25.33%)","Forma Blueprint (25.33%)","Stradavar Prime Barrel (11.0%)","Wukong Prime Systems (11.0%)","Ivara Prime Chassis (2.0%)","Neo","I2","Intact","Burston Prime Receiver","Dethcube Prime Systems","Forma Blueprint","Stradavar Prime Barrel","Wukong Prime Systems","Ivara Prime Chassis"
"Neo K1 Relic (Intact) ","Valkyr Prime Blueprint (25.33%)","Silva & Aegis Prime Hilt (25.33%)","Euphona Prime Blueprint (25.33%)","Zephyr Prime Chassis (11.0%)","Helios Prime Blueprint (11.0%)","Kogake Prime Gauntlet (2.0%)","Neo","K1","Intact","Valkyr Prime Blueprint","Silva & Aegis Prime Hilt","Euphona Prime Blueprint","Zephyr Prime Chassis","Helios Prime Blueprint","Kogake Prime Gauntlet"
"Neo K2 Relic (Intact) ","Chroma Prime Blueprint (25.33%)","Braton Prime Barrel (25.33%)","Banshee Prime Neuroptics (25.33%)","Mirage Prime Systems (11.0%)","Akbolto Prime Link (11.0%)","Kogake Prime Gauntlet (2.0%)","Neo","K2","Intact","Chroma Prime Blueprint","Braton Prime Barrel","Banshee Prime Neuroptics","Mirage Prime Systems","Akbolto Prime Link","Kogake Prime Gauntlet"
"Neo K3 Relic (Intact) ","Rubico Prime Receiver (25.33%)","Forma Blueprint (25.33%)","Burston Prime Blueprint (25.33%)","Tiberon Prime Barrel (11.0%)","Braton Prime Receiver (11.0%)","Kronen Prime Blade (2.0%)","Neo","K3","Intact","Rubico Prime Receiver","Forma Blueprint","Burston Prime Blueprint","Tiberon Prime Barrel","Braton Prime Receiver","Kronen Prime Blade"
"Neo L1 Relic (Intact) ","Mirage Prime Chassis (25.33%)","Euphona Prime Blueprint (25.33%)","Kronen Prime Blueprint (25.33%)","Silva & Aegis Prime Blade (11.0%)","Ballistica Prime Receiver (11.0%)","Limbo Prime Chassis (2.0%)","Neo","L1","Intact","Mirage Prime Chassis","Euphona Prime Blueprint","Kronen Prime Blueprint","Silva & Aegis Prime Blade","Ballistica Prime Receiver","Limbo Prime Chassis"
"Neo M1 Relic (Intact) ","Paris Prime String (25.33%)","Akbolto Prime Blueprint (25.33%)","Bronco Prime Blueprint (25.33%)","Helios Prime Blueprint (11.0%)","Euphona Prime Barrel (11.0%)","Mirage Prime Blueprint (2.0%)","Neo","M1","Intact","Paris Prime String","Akbolto Prime Blueprint","Bronco Prime Blueprint","Helios Prime Blueprint","Euphona Prime Barrel","Mirage Prime Blueprint"
"Neo M2 Relic (Intact) ","Akbronco Prime Blueprint (25.33%)","Burston Prime Stock (25.33%)","Forma Blueprint (25.33%)","Limbo Prime Blueprint (11.0%)","Bronco Prime Barrel (11.0%)","Mesa Prime Systems (2.0%)","Neo","M2","Intact","Akbronco Prime Blueprint","Burston Prime Stock","Forma Blueprint","Limbo Prime Blueprint","Bronco Prime Barrel","Mesa Prime Systems"
"Neo M3 Relic (Intact) ","Titania Prime Chassis (25.33%)","Bronco Prime Receiver (25.33%)","Ivara Prime Neuroptics (25.33%)","Atlas Prime Chassis (11.0%)","Forma Blueprint (11.0%)","Mesa Prime Systems (2.0%)","Neo","M3","Intact","Titania Prime Chassis","Bronco Prime Receiver","Ivara Prime Neuroptics","Atlas Prime Chassis","Forma Blueprint","Mesa Prime Systems"
"Neo N1 Relic (Intact) ","Hikou Prime Stars (25.33%)","Vectis Prime Barrel (25.33%)","Forma Blueprint (25.33%)","Soma Prime Receiver (11.0%)","Kavasa Prime Kubrow Collar Blueprint (11.0%)","Nyx Prime Chassis (2.0%)","Neo","N1","Intact","Hikou Prime Stars","Vectis Prime Barrel","Forma Blueprint","Soma Prime Receiver","Kavasa Prime Kubrow Collar Blueprint","Nyx Prime Chassis"
"Neo N10 Relic (Intact) ","Forma Blueprint (25.33%)","Redeemer Prime Blade (25.33%)","Zephyr Prime Neuroptics (25.33%)","Ballistica Prime Upper Limb (11.0%)","Tipedo Prime Ornament (11.0%)","Nami Skyla Prime Blade (2.0%)","Neo","N10","Intact","Forma Blueprint","Redeemer Prime Blade","Zephyr Prime Neuroptics","Ballistica Prime Upper Limb","Tipedo Prime Ornament","Nami Skyla Prime Blade"
"Neo N11 Relic (Intact) ","Tigris Prime Stock (25.33%)","Braton Prime Barrel (25.33%)","Sybaris Prime Blueprint (25.33%)","Oberon Prime Systems (11.0%)","Forma Blueprint (11.0%)","Nekros Prime Systems (2.0%)","Neo","N11","Intact","Tigris Prime Stock","Braton Prime Barrel","Sybaris Prime Blueprint","Oberon Prime Systems","Forma Blueprint","Nekros Prime Systems"
"Neo N12 Relic (Intact) ","Trinity Prime Systems (25.33%)","Soma Prime Blueprint (25.33%)","Vasto Prime Receiver (25.33%)","Dual Kamas Prime Handle (11.0%)","Kavasa Prime Band (11.0%)","Nova Prime Chassis (2.0%)","Neo","N12","Intact","Trinity Prime Systems","Soma Prime Blueprint","Vasto Prime Receiver","Dual Kamas Prime Handle","Kavasa Prime Band","Nova Prime Chassis"
"Neo N13 Relic (Intact) ","Inaros Prime Systems (25.33%)","Aksomati Prime Blueprint (25.33%)","Pangolin Prime Handle (25.33%)","Forma Blueprint (11.0%)","Wukong Prime Chassis (11.0%)","Nezha Prime Chassis (2.0%)","Neo","N13","Intact","Inaros Prime Systems","Aksomati Prime Blueprint","Pangolin Prime Handle","Forma Blueprint","Wukong Prime Chassis","Nezha Prime Chassis"
"Neo N14 Relic (Intact) ","Titania Prime Chassis (25.33%)","Forma Blueprint (25.33%)","Bronco Prime Receiver (25.33%)","Braton Prime Receiver (11.0%)","Zhuge Prime Receiver (11.0%)","Ninkondi Prime Handle (2.0%)","Neo","N14","Intact","Titania Prime Chassis","Forma Blueprint","Bronco Prime Receiver","Braton Prime Receiver","Zhuge Prime Receiver","Ninkondi Prime Handle"
"Neo N15 Relic (Intact) ","Paris Prime Blueprint (25.33%)","Akbronco Prime Blueprint (25.33%)","Forma Blueprint (25.33%)","Atlas Prime Systems (11.0%)","Baza Prime Barrel (11.0%)","Nezha Prime Neuroptics (2.0%)","Neo","N15","Intact","Paris Prime Blueprint","Akbronco Prime Blueprint","Forma Blueprint","Atlas Prime Systems","Baza Prime Barrel","Nezha Prime Neuroptics"
"Neo N16 Relic (Intact) ","Burston Prime Stock (25.33%)","Nezha Prime Systems (25.33%)","Forma Blueprint (25.33%)","Orthos Prime Blade (11.0%)","Pandero Prime Barrel (11.0%)","Nidus Prime Neuroptics (2.0%)","Neo","N16","Intact","Burston Prime Stock","Nezha Prime Systems","Forma Blueprint","Orthos Prime Blade","Pandero Prime Barrel","Nidus Prime Neuroptics"
"Neo N17 Relic (Intact) ","Paris Prime Upper Limb (25.33%)","Pangolin Prime Handle (25.33%)","Burston Prime Receiver (25.33%)","Strun Prime Stock (11.0%)","Forma Blueprint (11.0%)","Nezha Prime Chassis (2.0%)","Neo","N17","Intact","Paris Prime Upper Limb","Pangolin Prime Handle","Burston Prime Receiver","Strun Prime Stock","Forma Blueprint","Nezha Prime Chassis"
"Neo N2 Relic (Intact) ","Lex Prime Blueprint (25.33%)","Fang Prime Blueprint (25.33%)","Vasto Prime Barrel (25.33%)","Forma Blueprint (11.0%)","Nova Prime Blueprint (11.0%)","Vauban Prime Systems (2.0%)","Neo","N2","Intact","Lex Prime Blueprint","Fang Prime Blueprint","Vasto Prime Barrel","Forma Blueprint","Nova Prime Blueprint","Vauban Prime Systems"
