"School","Img","Name","Rarity","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","Uses","Max","Orb 1 Required","1-R1","1-R2","1-R3","1-R4","1-R5","Orb 2 Required","2-R1","2-R2","2-R3","2-R4","2-R5","Orb 3 Required","3-R1","3-R2","3-R3","3-R4","3-R5","Orb 4 Required","4-R1","4-R2","4-R3","4-R4","4-R5","Introducing Event","Name (JP)","ID"
"Black Magic","","Dire Meteor (Tellah Only)","6","BLK","Single enemy","Magical","32.40","Earth","1.65","Four single attacks (3.50 each), followed by one single attack (18.40) that ignores RES","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Earth Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Shocking Magicites","決死のメテオ(テラ専用)","30111601"
"Black Magic","","Judgment Arrow (Ultimecia Only)","6","BLK","Single","Magical","17.50","Wind, Dark","1.65","Five single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Wind Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Extreme Fest 2020","天罰の矢(アルティミシア専用)","30111611"
"Black Magic","","Artemis Volley (Serah Only)","6","BLK","Single","Magical","?","Water","?","Five single attacks (? each), causes [Imperil Water 10% (5s)] every second activation","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Extreme Fest 2020","アルテミスシュート(セラ専用)","30111621"
"Black Magic","","Blizzard and Thunder (Vivi Only)","6","BLK","Single enemy","Magical","17.50","Ice, Lightning","1.65","Five single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Extreme Fest 2020","ブリザド＆サンダー(ビビ専用)","30111631"
"Black Magic","","Aeroga (VI) (Strago Only)","6","BLK","Single","Magical","?","Wind","1.65","Six single attacks (? each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Labyrinth Dungeon Season 1 Group B","エアロガ【VI】(ストラゴス専用)","30111641"
"Black Magic","","Wind Rhapsody (Serafie Only)","6","BLK","Single","Magical","17.50","Wind","1.65","Five single attacks (3.50 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Non-Elemental Crystal","-","5","10","25","35","Wind Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Labyrinth Dungeon Season 1 Group B","かぜのラプソディ(セラフィ専用)","30111651"
"Black Magic","","Hail to the Queen (Quistis Only)","6","BLK","Single","Magical","17.50","Water, Poison","0.01","Five single attacks (3.50 each)","Y","Lowest HP% enemy","70","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Suddenly President","コールミーキング(キスティス専用)","30111661"
"Black Magic","","Way of Mimicry (Gogo (V) Only)","6","BLK","Single","Magical","17.50","Water","1.65","Five single attacks (3.50 each), causes [Imperil Water 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Ice Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Fiery Magicites","めんきょかいでん(ものまねしゴゴ専用)","30111671"
"Black Magic","","Magic Barrage (Palom Only)","6","BLK","Single","Magical","17.50","Lightning, Fire, Ice","1.65","Five single attacks (3.50 each)","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Ice Crystal","-","5","10","25","35","Lightning Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Labyrinth Dungeon Season 1 Group C","魔法乱れ撃ち(パロム専用)","30111681"
"Black Magic","","Inferno (Rubicante Only)","6","BLK","Single","Magical","17.50","Fire","1.65","Five single attacks (3.50 each), causes [Imperil Fire 10% (5s)]","Y","Lowest HP% enemy","90","2","10","Black Crystal","-","10","15","50","75","Fire Crystal","-","5","10","25","35","Dark Crystal","-","5","10","25","35","Record Board","1","0","0","0","0","Fat Black Chocobo: Chilling Magicites","かえんりゅう(ルビカンテ専用)","30111691"
"White Magic","","Cure","1","WHT","Single","Magical","1.20","Holy","1.50","Restores HP (30), damages undeads","Y","Lowest HP% ally","60","4","12","Minor White","3","5","10","20","30","Minor Holy","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ケアル","30121001"
"White Magic","","Cura","2","WHT","Single","Magical","2.00","Holy","1.50","Restores HP (55), damages undeads","Y","Lowest HP% ally","60","4","12","Lesser White","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ケアルラ","30121002"
"White Magic","","Curaga","3","WHT","Single","Magical","3.00","Holy","1.50","Restores HP (80), damages undeads","Y","Lowest HP% ally","65","4","12","White","5","10","20","30","50","Wind","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Dungeons Update #1","ケアルダ","30121003"
"White Magic","","Curaja","4","WHT","Single","Magical","4.00","Holy","1.50","Restores HP (105), damages undeads","Y","Lowest HP% ally","75","4","12","Greater White","5","10","20","30","50","Greater Wind","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","Dungeons Update #2","ケアルガ","30121004"
"White Magic","","Curada","6","WHT","Single ally","Magical","4.00","Holy","1.50","Restores HP (105), damages undeads, grants [HP Stock (2000)]","Y","Lowest HP% ally","100","4","12","White Crystal","10","20","30","50","100","Earth Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Curada Record","ケアルジャ","30121005"
"White Magic","","Vox","1","WHT","Single","","","","1.50","Removes [Silence]","N","Random ally with status","60","4","12","Minor White","3","5","10","20","30","Minor Ice","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ボキャル","30121010"
"White Magic","","Poisona","1","WHT","Single","","","","1.50","Removes [Poison]","N","Random ally with status","60","4","12","Minor White","3","5","10","20","30","Minor Dark","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ポイゾナ","30121020"
"White Magic","","Blindna","1","WHT","Single","","","","1.50","Removes [Blind]","N","Random ally with status","60","4","12","Minor White","3","5","10","20","30","Minor Dark","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","ブラナ","30121030"
"White Magic","","Protect","1","WHT","Single","","","","1.50","Grants [Protect]","Y","Random ally without status","60","4","12","Minor White","3","5","10","20","30","Minor Earth","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","プロテス","30121040"
"White Magic","","Protectga","4","WHT","All allies","","","","1.50","Grants [Protect]","Y","All allies","75","2","10","Greater White","5","10","20","30","50","Greater Earth","8","15","30","45","75","","","","","","","","","","","","","Magitek Facility Infiltration","プロテガ","30121042"
"White Magic","","Shell","1","WHT","Single","","","","1.50","Grants [Shell]","Y","Random ally without status","60","4","12","Minor White","2","5","10","20","30","Minor Earth","2","3","6","12","18","Minor Holy","2","3","6","12","18","","","","","","","Dungeons Update #1","シェル","30121051"
"White Magic","","Shellga","4","WHT","All allies","","","","1.50","Grants [Shell]","Y","All allies","75","2","10","Greater White","5","10","20","30","50","Greater Earth","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","The Battle Arena","シェルガ","30121052"
"White Magic","","Silence","1","WHT","Single","","","","1.50","Causes [Silence] (30%)","Y","Random enemy without status","60","4","12","Minor White","3","5","10","20","30","Minor Ice","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","サイレス","30121061"
"White Magic","","Silencega","3","WHT","Single","","","","1.50","Causes [Silence] (60%)","Y","Random enemy without status","65","4","12","White","5","10","20","30","50","Ice","8","15","30","45","75","","","","","","","","","","","","","Magitek Facility Infiltration","サイレガ","30121062"
"White Magic","","Slow","1","WHT","Single","","","","1.50","Causes [Slow] (30%)","Y","Random enemy without status","60","4","12","Minor White","3","5","10","20","30","Minor Wind","3","8","15","30","45","","","","","","","","","","","","","Dungeons Update #1","スロウ","30121071"
"White Magic","","Slowga","4","WHT","Single","","","","1.50","Causes [Slow] (80%)","Y","Random enemy without status","75","4","12","Greater White","5","10","20","30","50","Greater Wind","8","15","30","45","75","","","","","","","","","","","","","Magitek Facility Infiltration","スロウガ","30121072"
"White Magic","","Regen","2","WHT","Single","","","","1.50","Grants [Low Regen]","Y","Random ally without status","60","4","12","Lesser White","5","10","20","30","50","Lesser Holy","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","リジェネ","30121081"
"White Magic","","Stona","2","WHT","Single","","","","1.50","Removes [Petrify]","N","Random ally with status","60","4","12","Lesser White","5","10","20","30","50","Lesser Earth","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ストナ","30121091"
"White Magic","","Haste","3","WHT","Single","","","","1.50","Grants [Haste]","Y","Random ally without status","65","4","12","White","5","10","20","30","50","Wind","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","ヘイスト","30121101"
"White Magic","","Hastega","5","WHT","All allies","","","","1.50","Grants [Haste]","Y","All allies","85","2","10","Major White","10","20","40","60","100","Major Wind","6","12","24","36","60","Major Holy","6","12","24","36","60","","","","","","","Summer Sun Festival","ヘイスガ","30121102"
"White Magic","","Esuna","3","WHT","Single","","","","1.50","Removes negative effects","Y","Random ally with status","65","2","10","White","5","10","20","30","50","Wind","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Dungeons Update #2","エスナ","30121111"
"White Magic","","Raise","4","WHT","Single","","","","1.50","Removes KO [Raise: 20%], causes [Instant KO] (100%) to undeads","Y","Random ally with status","75","2","10","Greater White","5","10","20","30","50","Greater Holy","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #1","レイズ","30121121"
"White Magic","","Holy","5","WHT","Single","Magical","12.00","Holy","1.50","Four single attacks (3.00 each)","Y","Lowest HP% enemy","75","2","10","Major White","10","20","30","50","100","Major Ice","6","12","18","30","60","Major Holy","6","12","18","30","60","","","","","","","Dungeons Update #2","ホーリー","30121131"
"White Magic","","Hold","2","WHT","Single","","","","1.50","Causes [Paralyze] (1%)","Y","Random enemy without status","60","4","12","Lesser White","5","10","20","30","50","Lesser Earth","3","6","12","18","30","Lesser Holy","3","6","12","18","30","","","","","","","Dungeons Update #2","ホールド","30121141"
"White Magic","","Dia","2","WHT","Single","Magical","2.20","Holy","1.50","One single attack (2.20)","Y","Lowest HP% enemy","55","4","12","Lesser White","5","10","20","30","50","Lesser Wind","3","6","12","18","30","Lesser Holy","3","6","12","18","30","","","","","","","Dungeons Update #2","ディア","30121161"
"White Magic","","Diara","3","WHT","Single","Magical","4.20","Holy","1.50","One single attack (4.20)","Y","Lowest HP% enemy","60","4","12","White","5","10","20","30","50","Wind","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Marriage of Convenience","アディア","30121162"
"White Magic","","Diaga","4","WHT","Single","Magical","8.30","Holy","1.65","One single attack (8.30)","Y","Lowest HP% enemy","70","4","12","Greater White","5","10","20","30","50","Greater Wind","3","6","12","18","30","Greater Holy","3","6","12","18","30","","","","","","","Footsteps of the Cetra","ダディア","30121164"
"White Magic","","Dispel","3","WHT","Single","","","","1.50","Removes positive effects","Y","Random enemy with status","65","2","10","White","5","10","20","30","50","Non-Elemental","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Man in Black","デスペル","30121171"
"White Magic","","Berserk","3","WHT","Single","","","","1.50","Causes [Berserk] (50%)","Y","Random enemy without status","65","2","10","White","5","10","20","30","50","Non-Elemental","8","15","30","45","75","","","","","","","","","","","","","Dungeons Update #4","バーサク","30121181"
"White Magic","","Water of Might","3","WHT","Single","","","","1.65","[ATK +30%] for 25 seconds","Y","Random ally","65","2","10","Power","8","15","30","45","75","White","5","10","20","30","50","","","","","","","","","","","","","Evil of Mardias","力の水","30121191"
"White Magic","","Faith","3","WHT","Single","","","","1.65","[MAG +20%] for 25 seconds","N","Random ally","65","2","10","White","5","10","20","30","50","Dark","8","15","30","45","75","","","","","","","","","","","","","Footsteps of the Cetra","フェイス","30121203"
"White Magic","","Renewing Cure","3","WHT","Single","Magical","2.20","Holy","1.50","Restores HP (60), damages undeads, grants [Low Regen]","Y","Lowest HP% ally","65","4","12","White","5","10","20","30","50","Wind","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Dungeons Update #13","セラピーケアル","30121211"
"White Magic","","Memento of Prayer","3","WHT","All allies","","","","1.50","Grants [Low Regen]","N","All allies","65","2","10","White","5","10","20","30","50","Earth","3","6","12","18","30","Holy","3","6","12","18","30","","","","","","","Dungeons Update #16","祈りのメメント","30121221"
"White Magic","","Arise","5","WHT","Single","","","","1.50","Removes KO [Raise: 100%], causes [Instant KO] (100%) to undeads","Y","Random ally with status","85","2","10","Major White","10","20","40","60","100","Major Wind","6","12","24","36","60","Major Holy","6","12","24","36","60","","","","","","","Seer of Destiny","アレイズ","30121231"
"White Magic","","Reraise","6","WHT","Single ally","","","","1.50","Grants [Reraise: 80%]","N","Random ally without status","100","2","10","White Crystal","10","20","30","50","100","Wind Crystal","6","12","18","30","60","Holy Crystal","6","12","18","30","60","Ability Record","1","0","0","0","0","Reraise Record","リレイズ","30121241"
