Realm,Character,Img,Name,Tier,Type,Target,Formula,Multiplier,Element,Time,Effects,Counter,Auto Target,Points,Soulbreak Bonus,Relic,Name (JP),ID
I,Echo,,Echoing Mischief,BSB,BLK,All enemies,Magical,13.92,"Holy, NE",2.5,"Six group attacks (2.32 each), ATK, DEF, MAG, RES and MND -30% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,MAG +10,Angel's Bell (I),エコーのいたずら,22290006.0
I,Echo,,Echo Showtime,USB,NAT,All allies,,,,2.5,"DEF and MAG +30% for 25 seconds, grants Haste, Protect and Quick Cast 2",N,All allies,500,MAG +10,Fairy Echo (I),エコー・ショータイム,22290007.0
I,Master,,Finest Fists,Default,PHY,Single enemy,Physical,1.50,-,2.5,One single attack (1.50),N,Lowest HP% enemy,500,,-,さいきょうのすで,22580003.0
I,Master,,Show of Courage,BSB,PHY,Single enemy,Physical,7.80,-,2.5,"Ten single attacks (0.78 each), grants Haste, Critical Chance 50%, Last Stand and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Steel Gloves (I),勇気の証明,22580001.0
I,Master,,Moment of Clarity,SSB,PHY,Single enemy,Physical,7.76,-,2.5,"Eight single attacks (0.97 each), ATK and DEF +35% to the user for 25 seconds, grants Instant Cast 2 to the user",N,Lowest HP% enemy,500,ATK +10,Survival Vest (I),精神一到,22580002.0
I,Master,,Empty Fist,USB,PHY,Single enemy,Physical,7.20,-,2.5,"Ten single attacks (0.72 each), ATK and RES +30% to the user for 25 seconds, grants Critical Damage +50% and Flurry Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Power Vest (I),無手の頂,22580004.0
I,Master,,Pinnacle Puglist,AOSB,PHY,Single enemy,Physical,24.00,"Earth, Fire, Lightning",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Kaiser Knuckles (I),拳闘の極致,22580005.0
I,Master,,Undivided Focus,Glint,NAT,Self,,,,0.01,Grants Weakness +30% Boost and 100% Critical 2,N,Self,250,ATK +10,Faerie Claws (I),一意専心,22580006.0
I,Matoya,,Cleansing Tincture,Default,WHT,Single ally,,,,2.5,Removes negative effects,N,Ally with status,500,,-,ばんのうのくすり,22590003.0
I,Matoya,,Inner Eye,BSB,BLK,Single enemy,Magical,16.00,"Fire, Ice, Lightning",2.5,"Eight single attacks (2.00 each), ten attacks if exploiting elemental weakness, grants Haste and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Matoya's Broom (I),真眼の魔女,22590001.0
I,Matoya,,Witch's Brew,SSB,NAT,All allies,,,,2.5,"ATK and MAG +30% for 25 seconds, grants High Regen",N,All allies,500,MAG +10,Black Robe (I),魔女の秘薬,22590002.0
I,Matoya,,Crystal Power,USB,BLK,Single enemy,Magical,16.80,"Fire, Ice, Lightning",2.5,"Ten single attacks (1.68 each), MAG and RES +30% to the user for 25 seconds, grants Witch Quick Cycle and Tceles Nottub B Follow-Up to the user",N,Lowest HP% enemy,500,MAG +10,Gaia Gear (I),水晶の大魔術,22590004.0
I,Meia,,Meia Sync,Default,NAT,Self,,,,2.5,MAG +30% for 25 seconds,N,Self,500,,-,メイアシンクロ,22750003.0
I,Meia,,Famfrit,BSB,SUM,All enemies,Magical,11.94,"Water, NE",2.5,"Six group attacks (1.99 each), minimum damage 1100, grants Haste, Attach Water and Burst Mode to the user",N,All enemies,500,MAG +10,Arc Mirage (I),ファムフリート召喚,22750001.0
I,Meia,,Elan Vital,SSB,BLK,Single enemy,Magical,17.55,"Water, Ice, NE",2.5,"Nine single attacks (1.95 each), grants Magical Quick Cast 4 to the user",N,Lowest HP% enemy,500,MAG +10,Cat-Ear Cap (I),エラン・ヴィタール,22750002.0
I,Meia,,Pallida Mors,OSB,BLK,Single enemy,Magical,37.20,"Water, NE",2.5,"One single attack (37.20) capped at 99999, 42.80 multiplier if exploiting elemental weakness",N,Lowest HP% enemy,500,MAG +10,Femme Fatale (I),パッリダ・モルス,22750004.0
I,Meia,,Fata Fiore,AOSB,BLK,Single enemy,Magical,79.50,Water,2.5,Three single attacks (26.50 each) capped at 99999,N,Lowest HP% enemy,750,MAG +10,Svetovid (I),ファータ・フィオーレ,22750005.0
I,Meia,,Surging Wave,USB,BLK,Single enemy,Magical,17.00,"Water, NE",2.5,"Ten single attacks (1.70 each), grants Attach Water, Awash Follow-Up and Surging Wave 0 to the user",N,Lowest HP% enemy,500,MAG +10,Mellow Mermaid (I),グロス・ヴァーグ,22750006.0
I,Meia,,Fiat Lux,Glint,BLK,Single enemy,Magical,7.50,"Water, NE",0.01,"Six single attacks (1.25 each), grants Attach Water Stacking and Attach Water to the user",N,Self,250,MAG +10,High Tide Swell (I),フィアット・ルクス,22750007.0
I,Meia,,Megiddo Flood,AASB,BLK,Single enemy,Magical,22.50,"Water, NE",2.5,"Fifteen single attacks (1.50 each), grants Water Radiant Shield: 75% to all allies, grants Attach Water, Awoken Water and Damage Cap +10000 to the user",N,Lowest HP% enemy,500,MAG +10,Malicious Revolt (I),メギドフラッド,22750008.0
I,Thief (I),,Poison Trick,Default,PHY,Single enemy,Physical,1.30,Poison,0.01,One single attack (1.30),N,Lowest HP% enemy,500,,-,ポイズントリック,23140003.0
I,Thief (I),,Invisibreak,BSB,PHY,Single enemy,Physical,4.80,"Wind, Poison",0.01,"Ten random attacks (0.48 each), ATK and DEF -50% for 25 seconds, grants Haste and Burst Mode to the user",N,Random enemies,500,ATK +10,Orichalcum (I),インビジブレイク,23140001.0
I,Thief (I),,Scourge Edge,SSB,PHY,Single enemy,Physical,8.91,"Wind, Poison",2.5,"8/9/10/11 single attacks (0.81 each) at 140/175/190 SPD, DEF and MAG -40% for 25 seconds",N,Lowest HP% enemy,500,ATK +10,Mythril Knife (I),クラウダエッジ,23140002.0
II,Firion,,Rope Knife,Default,PHY,Single enemy,Physical,1.50,-,3.0,One single ranged attack (1.50),N,Lowest HP% enemy,500,,-,シーズナイフ,20270001.0
II,Firion,,Wild Rose Vow,SB,PHY,Single enemy,Physical,5.10,-,2.5,Five single attacks (1.02 each),N,Lowest HP% enemy,500,,Demon Axe (II),のばらの誓い,20270003.0
II,Firion,,Lord of Arms,SSB,PHY,Single enemy,Physical,7.80,-,2.75,"Five single ranged attacks (1.56 each), causes Blind (100%)",N,Random enemy without status,500,ATK +10,Masamune (II),ロードオブアームズ,20270004.0
II,Firion,,Weaponsmaster,BSB,PHY,All enemies,Physical,5.84,"Holy, NE",0.01,"Four group ranged attacks (1.46 each), grants Magical Blink 1 to all allies, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Sun Blade (II),マスターオブアームズ,20270005.0
II,Firion,,Rose of Rebellion,OSB,PHY,Single enemy,Physical,11.25,"Holy, NE",2.5,One single attack (11.25/12.50/13.75) capped at 99999 if the user used 9/22 damaging actions,N,Lowest HP% enemy,500,ATK +10,Ragnarok (II),革命の象徴・のばら,20270006.0
II,Firion,,Shining Blade,SSB,PHY,All enemies,Physical,5.10,Holy,2.5,"Six group attacks (0.85 each), grants Attach Holy to the user",N,All enemies,500,ATK +10,Diamond Helm (II),シャインブレード,20270007.0
II,Firion,,Double Trouble,USB,PHY,Single enemy,Physical,7.10,"Holy, NE",2.5,"Ten single attacks (0.71 each), grants EX: Loyal Shield and Attach Holy to the user",N,Lowest HP% enemy,500,ATK +10,Lightbringer (II),ダブルディフィート,20270008.0
II,Firion,,Fervid Blazer,USB,PHY,Single enemy,Physical,7.00,"Holy, Ice, Fire",2.5,"Ten single attacks (0.70 each), grants Critical Chance 75% for 15 seconds, Quick Cast and Brave Mode to the user",N,Lowest HP% enemy,500,ATK +10,Firion's Bandana (II),ファービッドブレイザー,20270009.0
II,Firion,,Thorns of the Rose,AOSB,PHY,Single enemy,Physical,24.00,"Holy, Ice, Fire",2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Crimson Sword (II),のばらの義士,20270011.0
II,Firion,,Weapon Specialist,Glint,NAT,Self,,,,0.01,Grants Weakness +30% Boost and High Quick Cast 2,N,Self,250,ATK +10,Firion's Guise (II),ウェポンスペシャリスト,20270012.0
II,Firion,,Rush of Arms,USB,PHY,Single enemy,Physical,7.00,"Holy, Fire, Ice",2.5,"Ten single attacks (0.70 each), grants PHY +30% Boost and EX: Military Prowess to the user",N,Lowest HP% enemy,500,ATK +10,Mythril Sword (II),ラッシュオブアームズ,20270014.0
II,Firion,,Ruler of Arms,AASB,PHY,Single enemy,Physical,9.00,"Holy, Ice, Fire, NE",2.5,"Fifteen single attacks (0.60 each), grants Medium Buff Holy/Ice/Fire, Awoken Loyal Retainer, Damage Cap +10000 and Trinity Rush Follow-Up to the user",N,Lowest HP% enemy,500,ATK +10,Kotetsu (II),ルーラーオブアームズ,20270015.0
II,Maria,,Bow Master,Default,PHY,Single enemy,Physical,2.10,-,3.0,One single ranged attack (2.10),Y,Lowest HP% enemy,500,,-,熟練の弓,20560001.0
II,Maria,,Blast,SB,BLK,All enemies,Magical,7.40,-,2.5,One group attack (7.40),N,All enemies,500,,Yoichi's Bow (II),爆破,20560002.0
II,Maria,,Thunder XVI,SSB,BLK,All enemies,Magical,14.40,Lightning,3.0,"Four group attacks (3.60 each), MAG +20% to all allies for 25 seconds",N,All enemies,500,MAG +10,Artemis Bow (II),サンダー16,20560003.0
II,Maria,,Meteor XVI,BSB,BLK,Single enemy,Magical,15.04,"Earth, NE",2.5,"Eight single attacks (1.88 each), grants Haste, Attach Earth and Burst Mode to the user",N,Lowest HP% enemy,500,MAG +10,Rune-Graven Bow (II),メテオ16,20560004.0
II,Maria,,Kerplode XXXII,OSB,BLK,Single enemy,Magical,40.00,"Earth, NE",2.5,One single attack (40.00) capped at 99999,N,Lowest HP% enemy,500,MAG +10,Selene Bow (II),ばくは32,20560005.0
II,Maria,,Magma XXXII,USB,BLK,Single enemy,Magical,17.00,"Earth, NE",2.5,"Ten single attacks (1.70 each), DEF and MAG +30% to the user for 25 seconds, grants Attach Earth and Black Magic Double to the user",N,Lowest HP% enemy,500,MAG +10,Perseus Bow (II),マグマ32,20560006.0
II,Maria,,Meteor Shower LXIV,AOSB,BLK,Single enemy,Magical,79.50,Earth,2.5,Three single attacks (26.50 each) capped at 99999,N,Lowest HP% enemy,750,MAG +10,Gaia Gear (II),りゅうせいぐん64,20560007.0
II,Maria,,Faith VIII,Glint,NAT,Self,,,,0.01,Grants Medium Buff Earth and High Quick Cast 2,N,Self,250,MAG +10,Ice Bow (II),フェイス8,20560008.0
II,Maria,,Saggitarius LXIV,AASB,BLK,Single enemy,Magical,22.50,"Earth, NE",2.5,"Fifteen single attacks (1.50 each), grants Attach Earth, Awoken Earth, Damage Cap +10000 and Kaus Australis Follow-Up",N,Lowest HP% enemy,500,MAG +10,Maria’s Bow (II),サジタリウス64,20560010.0
II,Guy,,Axemaster,Default,PHY,Single enemy,Physical,1.50,-,2.5,Three single attacks (0.50 each),N,Lowest HP% enemy,500,,-,熟練の斧,22430002.0
II,Guy,,Gaia Drum,SSB,PHY,All enemies,Physical,5.88,"Earth, NE",2.5,"Four group attacks (1.47 each), causes Imperil Earth 20% for 25 seconds",N,All enemies,500,ATK +10,Ogrekiller (II),だいちのドラム,22430001.0
II,Guy,,Gigantbreak,BSB,PHY,All enemies,Physical,5.82,"Earth, NE",2.5,"Six group attacks (0.97 each), causes Imperil Earth 20% for 25 seconds, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Gigant Axe (II),ギガントブレイク,22430003.0
II,Guy,,True Strength,USB,PHY,Single enemy,Physical,7.10,"Earth, NE",2.5,"Ten single attacks (0.71 each), ATK and DEF +30% the user for 25 seconds, grants Attach Earth and Monk Rank Boost to the user",N,Lowest HP% enemy,500,ATK +10,Demon Axe (II),本能解放！,22430004.0
II,Leon,,Hypnotize,Default,NAT,All enemies,,,,2.5,Causes Confuse (50%),Y,All enemies,500,,-,催眠術,20580001.0
II,Leon,,Hand of the Emperor,SB,NAT,All allies,,,,2.5,ATK and DEF +30% for 25 seconds,N,All allies,500,,Golden Armor (II),皇帝の器,20580002.0
II,Leon,,Darkborn Blade,SSB,PHY,All enemies,Physical,6.00,Dark,2.75,"Three group ranged attacks (2.00 each), grants Sentinel to the user for 25 seconds",N,All enemies,500,DEF +10,Defender (II),闇を背負う剣,20580003.0
II,Leon,,Dark Knight's Charge,BSB,PHY,Single enemy,Physical,6.56,Dark,2.5,"Eight single attacks (0.82 each), grants Haste, Attach Dark and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Rune Axe (II),ダークナイトレイド,20580004.0
II,Leon,,Lord of Darkness,USB,PHY,Single enemy,Physical,6.88,"Dark, NE",2.5,"Eight single ranged attacks (0.86 each), grants HP Stock (6000), Darkness +30% Boost and Attach Dark to the user",N,Lowest HP% enemy,500,ATK +10,Longinus (II),ロードオブダークネス,20580005.0
II,Leon,,Soul of Darkness,AOSB,PHY,Single enemy,Physical,24.00,Dark,2.5,Three single attacks (8.00 each) capped at 99999,N,Lowest HP% enemy,750,ATK +10,Blood Lance (II),ソウルオブダークネス,20580006.0
II,Leon,,Weapon of Darkness,USB,PHY,Single enemy,Physical,7.20,Dark,2.5,"Ten single attacks (0.72 each), ATK and MAG -40% for 25 seconds, grants Quick Cast and Brave Mode to the user",N,Lowest HP% enemy,500,ATK +10,Leon's Guise (II),ダークネスウェポン,20580007.0
II,Leon,,Force of Darkness,Glint,NAT,Self,,,,0.01,"Grants Attach Dark Stacking, Attach Dark and HP Stock (6000)",N,Self,250,ATK +10,Leon's Blade (II),ダークネスフォース,20580008.0
II,Minwu,,Basuna VI,Default,WHT,Single ally,,,,2.75,Removes negative effects,N,Random ally with status,500,,-,バスナ6,22120001.0
II,Minwu,,Will of the White Mage,SSB,WHT,All allies,,,,0.01,Restores HP (85),N,All allies,500,MND +10,Healing Staff (II),白魔道士の覚悟,22120002.0
II,Minwu,,Teleport XVI,SB,WHT,All enemies,Magical,9.48,-,2.5,"Three group attacks (3.16 each), causes Stun (100%)",N,All enemies,500,,White Robe (II),テレポ16,22120003.0
II,Minwu,,Seal of Heaven,BSB,WHT,All enemies,Magical,9.52,Holy,2.5,"Four group attacks (2.38 each), grants Haste and High Regen to all allies, grants Burst Mode to the user",N,All enemies,500,MND +10,Stardust Rod (II),天命の解印,22120004.0
II,Minwu,,Enduring Revival,USB,WHT,All allies,,,,0.01,"Restores HP (85), grants HP Stock (2000) and Stoneskin: 30%",N,All allies,500,MND +10,Shining Staff (II),リバイヴ,22120005.0
II,Minwu,,Light of Mysidia,USB,WHT,Single enemy,Magical,18.00,"Holy, NE",2.5,"Ten single attacks (1.80 each), MND +50% to the user for 25 seconds, grants White Magic Rank Boost and White Magic Double to the user",N,Lowest HP% enemy,500,MND +10,Light Robe (II),ミシディアの聖光,22120006.0
II,Minwu,,Holy XVI,BSB,WHT,Single enemy,Magical,16.00,"Holy, NE",2.5,"Eight single attacks (2.00 each), grants Haste, Attach Holy and Burst Mode to the user",N,Lowest HP% enemy,500,MND +10,Holy Wand (II),ホーリー16,22120007.0
II,Minwu,,Ultima (II),AOSB,WHT,Single enemy,Magical,84.00,Holy,2.5,Three single attacks (28.00 each) capped at 99999,N,Lowest HP% enemy,750,MND +10,Rune Staff (II),アルテマ【II】,22120008.0
II,Minwu,,Divine Dealings,Glint,NAT,Self,,,,0.01,"Grants Attach Holy Stacking, Attach Holy and High Quick Cast 2",N,Self,250,MND +10,Lordly Robes (II),光輝なる秘術,22120009.0
II,Gordon,,Hidden Potential,Default,NAT,Self,,,,3.0,"ATK, DEF, MAG and RES +30% for 25 seconds",N,Self,500,,-,ハイポテンシャル,20280001.0
II,Gordon,,Flames of Kashuan,SB,BLK,All enemies,Magical,7.00,Fire,3.0,One group attack (7.00),N,All enemies,500,,Demon Spear (II),カシュオーンの炎,20280002.0
II,Gordon,,Goddess's Bell,SB,PHY,All enemies,Physical,4.20,-,3.0,"Three group attacks (1.40 each), ATK and MAG -40% for 25 seconds",N,All enemies,500,,Flame Shield (II),女神のベル,20280003.0
II,Gordon,,Kashuan's Resolve,SSB,NAT,All allies,,,,2.5,"Grants Physical Blink 1, ATK and MAG +30% for 25 seconds",N,All allies,500,ATK +10,Gungnir (II),引き継いだ意志,20280004.0
II,Gordon,,Egil's Blaze,BSB,PHY,All enemies,Physical,5.94,"Fire, NE",2.5,"Six group attacks (0.99 each), grants Last Stand to all allies, grants Haste and Burst Mode to the user",N,All enemies,500,ATK +10,Radiant Lance (II),エギルの灼熱,20280005.0
II,Gordon,,A Leader Wakes,USB,PHY,All enemies,Physical,5.34,"Fire, NE",2.5,"Six group attacks (0.89 each), ATK, MAG and MND -50% for 25 seconds, grants Haste and High Regen to all allies",N,All enemies,500,ATK +10,Trident (II),覚醒せし指導者の魂,20280006.0
II,Gordon,,Rebellion's Link,CSB,NAT,All allies,,,,2.5,"Activates II Chain (max 150, field +50%), grants Haste, ATK and MAG +30% for 25 seconds",N,All allies,500,ATK +10,Heat Lance (II),リベリオンズリンク,20280007.0
II,Gordon,,Acknowledged Strength,Glint,PHY,Single enemy,Physical,3.12,"Fire, NE",0.01,"Six single attacks (0.52 each), causes ATK and MAG -40% for 15 seconds",N,Lowest HP% enemy,250,ATK +10,Partisan (II),兄が認めし力,20280008.0
II,Leila,,Thunder II,Default,BLK,Single enemy,Magical,2.00,Lightning,2.5,One single attack (2.00),N,Lowest HP% enemy,500,,-,サンダー2,22130001.0
II,Leila,,Captain's Command,SB,NAT,All allies,,,,3.0,Grants Shell and Haste,N,All allies,500,,Dancing Dagger (II),頭領の統率,22130002.0
II,Leila,,Pirate's Knives,SSB,PHY,Single enemy,Physical,7.62,Water,2.5,"Six single attacks (1.27 each), ATK and RES -50% for 25 seconds, ATK and RES +30% to the user for 25 seconds",N,Lowest HP% enemy,500,ATK +10,Thief's Gloves (II),パイレーツナイブス,22130003.0
II,Leila,,Poison Cloud XVI,BSB,PHY,All enemies,Physical,4.96,"Poison, NE",2.5,"Eight group attacks (0.62 each), grants Haste, Attach Poison and Burst Mode to the user",N,All enemies,500,ATK +10,Gladius (II),どくぎり16,22130004.0
II,Leila,,Pirate Scourge,USB,PHY,Single enemy,Physical,7.00,"Poison, Water, NE",2.5,"Ten single attacks (0.70 each), grants 100% Critical and Thief or Sharpshooter Double to the user",N,Lowest HP% enemy,500,ATK +10,Zwill Crossblade (II),パイレーツ・クラウダ,22130005.0
II,Ricard,,Spear Master,Default,PHY,Single enemy,Physical,1.50,-,3.0,One single attack (1.50),Y,Lowest HP% enemy,500,,-,熟練の槍,20460001.0
II,Ricard,,Wyvern,SB,PHY,All enemies,Physical,3.10,Fire,2.5,One group attack (3.10),N,All enemies,500,,Flame Lance (II),飛竜,20460002.0
II,Ricard,,Highwind Secrets,SSB,PHY,Random enemies,Physical,7.74,Wind,2.5,"Six random ranged jump attacks (1.29 each), -10/-5/2/10/15/20% more damage with 0/1/2/3/4/5 other Dragoon users, grants Attach Wind to the user",N,Random enemies,500,ATK +10,Ricard's Cuirass (II),ハイウィンド流奥義,20460003.0
II,Ricard,,Pride of Deist,BSB,PHY,Single enemy,Physical,6.64,"Wind, NE",2.5,"Eight single ranged jump attacks (0.83 each), grants Haste, Attach Wind and Burst Mode to the user",N,Lowest HP% enemy,500,ATK +10,Abel's Lance (II),プライドオブディスト,20460004.0
II,Ricard,,Wyvern's Roar,USB,PHY,Single enemy,Physical,7.10,"Wind, Lightning",2.5,"Ten single ranged jump attacks (0.71 each), grants Jump Instant Cast and Wyvern's Roar to the user",N,Lowest HP% enemy,500,ATK +10,Holy Lance (II),竜翼竜哮,20460005.0
II,Josef,,Fists of Fury,Default,PHY,Single enemy,Physical,1.50,-,2.5,One single attack (1.50),Y,Random enemy,500,,-,熟練の素手,20190001.0
II,Josef,,Noble Sacrifice,SB,NAT,All allies,,,,2.5,"ATK +50% for 25 seconds, causes KO (100%) to the user",Y,All allies,500,,Giant's Gloves (II),反乱軍の魂,20190002.0
II,Josef,,Avalanche,SB,PHY,All enemies,Physical,4.11,Ice,2.5,"Three group ranged attacks (1.37 each), ATK +30% to all allies for 25 seconds",N,All enemies,500,,Dragon Claws (II),雪崩,20190003.0
II,Josef,,Snows of Death,SSB,PHY,All enemies,Physical,5.84,"Ice, NE",2.5,"Four group attacks (1.46 each), restores HP to all allies for 40% of their maximum HP",N,All enemies,500,ATK +10,Bracers (II),決死の雪原,20190004.0
II,Josef,,Snow Crush,SSB,PHY,All enemies,Physical,5.76,"Ice, NE",2.5,"Six group attacks (0.96 each), grants Haste to all allies",N,All enemies,500,ATK +10,Josef's Cloak (II),雪上船,20190005.0
II,Josef,,Undaunted Hero,BSB,NAT,All allies,,,,2.5,"ATK and MAG +30% for 25 seconds, grants Haste, Attach Ice and Burst Mode to the user",N,All allies,500,ATK +10,Shura Gloves (II),漢の生き様,20190006.0
II,Josef,,Heroic Soul,USB,NAT,All allies,,,,2.5,"ATK +50% for 25 seconds, grants Haste and Last Stand, grants Quick Cast 2 to the user",N,All allies,500,ATK +10,Godhand (II),漢の魂,20190007.0
II,Josef,,Heroic Fist,USB,PHY,Single enemy,Physical,7.10,"Ice, NE",2.5,"Ten single attacks (0.71 each), causes Imperil Ice 20% for 25 seconds, grants Ice Radiant Shield: 75% to all allies, grants Attach Ice and Quick Cast 3 to the user",N,Lowest HP% enemy,500,ATK +10,Tiger Fangs (II),漢の拳骨,20190009.0
