"Name","Realm","Type","Synergy","Combine","Rarity","Level","ATK","DEF","MAG","RES","MND","ACC","EVA","Effect","Character","Soul Break","Legend Materia","Brar","Blv","Batk","Bdef","Bmag","Bres","Bmnd","Bacc","Beva","Mrar","Mlv","Matk","Mdef","Mmag","Mres","Mmnd","Macc","Meva","ID","GL","Season","Group","Random Passive Effects"
"Oborozuki","VI","Dagger","","","5","20","137","0","71","0","0","95","0","","Shadow","Wrapped in Darkness","","5","20","102","","53","","","95","","7","30","154","","80","","","95","","21001053","✓","","",""
"Valiant Knife","VI","Dagger","","","5","20","113","0","0","0","0","95","0","","Locke","Valiant Strike","","5","20","78","","","","","95","","7","30","130","","","","","95","","21001073","✓","","",""
"Ichigeki","VI","Dagger","","","5","20","114","0","71","0","0","95","0","Chance to cause Instant KO","Shadow","Shadow Fang","","5","20","79","","53","","","95","","7","30","131","","80","","","95","","21001047","✓","","",""
"Thief's Knife","VI","Dagger","","","5","20","118","0","0","0","0","95","0","","Locke","Mirage Phoenix","","5","20","83","","","","","95","","7","30","135","","","","","95","","21001083","✓","","",""
"Shark","VII","Dagger","","","5","20","97","0","0","0","0","95","0","","-","Stunner","","5","20","68","","","","","95","","7","30","111","","","","","95","","21001044","✓","","",""
"Basilisk Claw","VII","Dagger","","","5","20","105","0","0","0","0","95","0","Chance to cause Petrify","","","","5","20","76","","","","","95","","7","30","120","","","","","95","","21001062","✓","","",""
"Fire Fang","VII","Dagger","","","5","20","108","0","0","0","0","95","0","Fire damage +20%","","","","5","20","79","","","","","95","","7","30","123","","","","","95","","21001069","✓","","",""
"Treeblade","VII","Dagger","","","5","20","81","0","0","0","0","95","0","","-","Festive Miracle","","5","20","52","","","","","95","","7","30","95","","","","","95","","21001084","✓","","",""
"Inferno Fang","VIII","Dagger","","","5","20","97","0","0","0","0","95","0","","-","Inferno Fang","","5","20","64","","","","","95","","7","30","113","","","","","95","","21001055","✓","","",""
"Shear Feather","VIII","Dagger","","","5","20","88","0","129","0","0","95","0","Wind damage +20%","Fujin","Jin","","5","20","61","","95","","","95","","7","30","101","","146","","","95","","21001100","✓","","",""
"Mage Masher","IX","Dagger","","","5","20","94","0","0","0","0","95","0","","-","Magic Buster","","5","20","65","","","","","95","","7","30","109","","","","","95","","21001037","✓","","",""
"Zorlin Shape","IX","Dagger","","","5","20","104","0","0","0","0","95","0","","","","","5","20","75","","","","","95","","7","30","119","","","","","95","","21001038","✓","","",""
"Orichalcum","IX","Dagger","","","5","20","114","0","0","0","0","95","0","","Zidane","Shift Break","","5","20","79","","","","","95","","7","30","131","","","","","95","","21001052","✓","","",""
"Dagger of Resolve","IX","Dagger","","","5","20","88","0","119","0","105","95","0","Lightning damage +20%","Garnet","Dagger of Resolve","","5","20","61","","85","","72","95","","7","30","101","","136","","122","95","","21001090","✓","","",""
"Platinum Dagger","IX","Dagger","","","5","20","134","0","0","0","0","95","0","","Marcus","Poison Impulse","","5","20","99","","","","","95","","7","30","151","","","","","95","","21001117","✓","","",""
"Thief Blade","X","Dagger","","","5","20","97","0","0","0","0","95","0","","-","Doublestrike","","5","20","68","","","","","95","","7","30","111","","","","","95","","21001051","✓","","",""
"Celebration Blade","X","Dagger","","","5","20","104","0","0","0","0","95","0","","-","Slow Buster","","5","20","75","","","","","95","","7","30","119","","","","","95","","21001000","✓","","",""
"Rikku's Dagger","X","Dagger","","","5","20","119","0","0","0","0","95","0","","Rikku","Machinations","","5","20","84","","","","","95","","7","30","136","","","","","95","","21001041","✓","","",""
"Chocobo Wing","X","Dagger","","","5","20","81","0","0","0","0","95","0","","-","Chocobreak","","5","20","52","","","","","95","","7","30","95","","","","","95","","21001076","✓","","",""
"Lust Dagger","XI","Dagger","","","5","20","126","0","71","0","0","95","0","","Lion","Walk the Plank","","5","20","91","","53","","","95","","7","30","143","","80","","","95","","21001096","✓","","",""
"Kidney Dagger","XI","Dagger","","","5","20","130","0","71","0","0","95","0","","Lion","","Agent's Expertise","5","20","95","","53","","","95","","7","30","147","","80","","","95","","21001102","✓","","",""
"Cermet Knife","XI","Dagger","","","5","20","137","0","0","0","66","95","0","","Lilisette","","Brash Dancer","5","20","102","","","","49","95","","7","30","154","","","","74","95","","21001124","✓","","",""
"Danjuro","XII","Dagger","","","5","20","98","0","0","0","0","95","0","","","","","5","20","69","","","","","95","","7","30","113","","","","","95","","21001021","✓","","",""
"Gladius","XII","Dagger","","","5","20","94","0","0","0","0","95","0","","-","Rend Weapon","","5","20","65","","","","","95","","7","30","109","","","","","95","","21001034","✓","","",""
"Zwill Crossblade","XII","Dagger","","","5","20","106","0","0","0","0","95","0","","Vaan","White Whorl","","5","20","75","","","","","95","","7","30","122","","","","","95","","21001049","✓","","",""
"Orichalcum Dirk","XII","Dagger","","","5","20","118","0","0","0","0","95","0","","Vaan","Ark Blast","","5","20","83","","","","","95","","7","30","135","","","","","95","","21001060","✓","","",""
"Valiant Knife","XII","Dagger","","","5","20","126","0","0","0","0","95","0","","Vaan","Piercing Blow","","5","20","91","","","","","95","","7","30","143","","","","","95","","21001094","✓","","",""
"Swordbreaker","XII","Dagger","","","5","20","89","0","100","0","145","95","0","","Larsa","","Arc of Justice","5","20","62","","67","","112","95","","7","30","102","","117","","161","95","","21001112","✓","","",""
"Keepsake Knife","XIII","Dagger","","","5","20","94","10","0","10","0","95","0","","-","Veil of Protection","","5","20","65","10","","10","","95","","7","30","109","10","","10","","95","","21001042","✓","","",""
"Yoshimitsu","XIV","Dagger","","","5","20","109","0","0","0","0","95","0","","Thancred","Dancing Edge","","5","20","78","","","","","95","","7","30","125","","","","","95","","21001056","✓","","",""
"Ifrit's Kris","XIV","Dagger","","","5","20","109","0","0","0","0","95","0","Fire damage +20%","","","","5","20","80","","","","","95","","7","30","124","","","","","95","","21001086","✓","","",""
"Air Knives","XIV","Dagger","","","5","20","116","0","71","0","0","95","0","Wind damage +20%","Thancred","Jin-Chi-Ten","","5","20","81","","53","","","95","","7","30","133","","80","","","95","","21001085","✓","","",""
"Sasuke's Blades","XIV","Dagger","","","5","20","121","0","0","0","0","95","0","","Thancred","Kassatsu Katon","","5","20","86","","","","","95","","7","30","138","","","","","95","","21001095","✓","","",""
"Magitek Dagger","XIV","Dagger","","","5","20","129","0","71","0","0","95","0","RS: Poison damage +20%","Thancred","Fang of the Serpent","","5","20","94","","53","","","95","","7","30","146","","80","","","95","","21001104","✓","","",""
"Hofuds","XIV","Dagger","","","5","20","137","0","0","0","0","95","0","","Thancred","","Natural Grace","5","20","102","","","","","95","","7","30","154","","","","","95","","21001146","✓","","",""
"Spellbinder","FFT","Dagger","","","5","20","106","0","0","0","0","95","0","Chance to cause Stop","","","","5","20","77","","","","","95","","7","30","121","","","","","95","","21001075","✓","","",""
"Main Gauche","FFT","Dagger","","","5","20","118","0","0","0","0","95","0","","Delita","Crush Armor","","5","20","83","","","","","95","","7","30","135","","","","","95","","21001089","✓","","",""
"Zwill Straightblade","FFT","Dagger","","","5","20","137","0","0","0","0","95","0","","Delita","Requiem for the Meager","","5","20","102","","","","","95","","7","30","154","","","","","95","","21001149","✓","","",""
"Jackknife","FFT","Dagger","","","5","20","137","0","0","0","0","95","0","","Marche","First Aid (FFT)","","5","20","102","","","","","95","","7","30","154","","","","","95","","21001118","✓","","",""
"Dancing Daggers","Type-0","Dagger","","","5","20","89","0","100","0","143","95","0","","Rem","Undying Wish","","5","20","62","","67","","110","95","","7","30","102","","117","","159","95","","21001126","✓","","",""
"Cat Claws","II","Dagger","","","4","15","57","0","0","0","0","92","0","","","","","4","15","37","","","","","92","","6","25","71","","","","","92","","21001007","✓","","",""
"Dancing Dagger","IV","Dagger","","","4","15","59","0","4","0","0","89","2","","","","","4","15","39","","4","","","89","2","6","25","73","","4","","","89","2","21001029","✓","","",""
"Maneater","VI","Dagger","","","4","15","58","0","0","0","0","92","5","","","","","4","15","38","","","","","92","5","6","25","72","","","","","92","5","21001019","✓","","",""
"Swordbreaker","VI","Dagger","","","4","15","57","0","0","0","0","92","5","","","","","4","15","37","","","","","92","5","6","25","71","","","","","92","5","21001020","✓","","",""
"Mesmerize Blade","VIII","Dagger","","","4","15","60","0","5","0","0","89","2","","","","","4","15","40","","5","","","89","2","6","25","74","","5","","","89","2","21001030","✓","","",""
"Gladius","IX","Dagger","","","4","15","58","0","0","0","0","92","0","","","","","4","15","38","","","","","92","","6","25","72","","","","","92","","21001017","✓","","",""
"Platinum Dagger","XII","Dagger","","","4","15","57","0","0","0","0","92","0","","","","","4","15","37","","","","","92","","6","25","71","","","","","92","","21001016","✓","","",""
"Ripper","II","Dagger","","","3","10","34","0","0","0","0","89","0","","","","","3","10","20","","","","","89","","5","20","48","","","","","89","","21001012","✓","","",""
"Main Gauche","II","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","46","","","","","89","","21001025","✓","","",""
"Spark Dagger","III","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","46","","","","","89","","21001026","✓","","",""
"Mage Masher","IV","Dagger","","","3","10","31","0","0","0","0","89","0","Chance to cause Silence","","","","3","10","18","","","","","89","","5","20","44","","","","","89","","21001015","✓","","",""
"Orichalcum Dirk","V","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","46","","","","","89","","21001009","✓","","",""
"Dancing Dagger","V","Dagger","","","3","10","31","0","3","0","0","89","3","","","","","3","10","18","","3","","","89","3","5","20","44","","3","","","89","3","21001010","✓","","",""
"Main Gauche","VI","Dagger","","","3","10","31","0","0","0","0","89","4","","","","","3","10","18","","","","","89","4","5","20","44","","","","","89","4","21001013","✓","","",""
"Air Knife","VI","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","45","","","","","89","","21001014","✓","","",""
"Sakura","VI","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","46","","","","","89","","21001046","✓","","",""
"Venom Fang","VIII","Dagger","","","3","10","31","0","0","0","0","89","0","Chance to cause Poison","","","","3","10","18","","","","","89","","5","20","44","","","","","89","","21001071","✓","","",""
"Poison Fang","X","Dagger","","","3","10","34","0","0","0","0","89","0","Chance to cause Poison","","","","3","10","20","","","","","89","","5","20","48","","","","","89","","21001068","✓","","",""
"Avenger","XII","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","45","","","","","89","","21001011","✓","","",""
"PSICOM Knife","XIII","Dagger","","","3","10","29","0","21","0","0","89","0","","","","","3","10","16","","13","","","89","","5","20","42","","28","","","89","","21001040","✓","","",""
"Goblin Scimitar","XIV","Dagger","","","3","10","32","0","0","0","0","89","0","","","","","3","10","19","","","","","89","","5","20","46","","","","","89","","21001057","✓","","",""
"Mythril Knife","II","Dagger","","","2","5","18","0","0","0","0","86","0","","","","","2","5","11","","","","","86","","4","15","33","","","","","86","","21001002","✓","","",""
"Kodachi","V","Dagger","","","2","5","17","0","0","0","0","86","2","","","","","2","5","11","","","","","86","2","4","15","31","","","","","86","2","21001005","✓","","",""
"Mythril Dagger","IX","Dagger","","","2","5","18","0","0","0","0","86","0","","","","","2","5","11","","","","","86","","4","15","33","","","","","86","","21001008","✓","","",""
"Chopper","XII","Dagger","","","2","5","17","0","0","0","0","86","0","","","","","2","5","11","","","","","86","","4","15","32","","","","","86","","21001006","✓","","",""
"Mage Masher","XII","Dagger","","","2","5","18","0","0","0","0","86","0","","","","","2","5","11","","","","","86","","4","15","33","","","","","86","","21001022","✓","","",""
"Knife","II","Dagger","","","1","3","8","0","0","0","0","83","0","","","","","1","3","4","","","","","83","","3","10","19","","","","","83","","21001001","✓","","",""
"Kunai","IV","Dagger","","","1","3","9","0","0","0","0","83","0","","","","","1","3","5","","","","","83","","3","10","21","","","","","83","","21001004","✓","","",""
"Dagger","IX","Dagger","","","1","3","8","0","0","0","0","83","0","","","","","1","3","4","","","","","83","","3","10","20","","","","","83","","21001003","✓","","",""
"Dagger","XII","Dagger","","","1","3","8","0","0","0","0","83","0","","","","","1","3","4","","","","","83","","3","10","20","","","","","83","","21001024","✓","","",""
"Braveheart","I","Sword","","","S","50","275","0","0","0","0","95","0","RS: Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison and NE damage +20%","","","","S","50","170","","","","","95","","S","50","275","","","","","95","","21202141","✓","","",""
