"Realm","Character","Img","Name","Tier","Effect","Master","Relic","Name (JP)","ID","Anima"
"XIV","Minfilia","","Blessed of the Twelve","-","Increases Holy damage dealt by 10%","","-","十二神の冥加","201140700",""
"XIV","Minfilia","","Courage of Halone","-","30% chance to cause [Imperil Holy 10% (15s)] to the target after using a Knight ability on an enemy","","-","戦神ハルオーネの勇力","201140701",""
"XIV","Minfilia","","Who Walks Before","LMR","Increases the duration of stat buffs by 30%","ATK +10","Magitek Shield (XIV)","盟主の資質","201140702","1"
"XIV","Minfilia","","Linkshell Master","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Ironworks Magitek Sword (XIV)","リンクシェル達人","201140703","4"
"XIV","Cid (XIV)","","Wisdom of Allag","-","Machinist abilities deal 15% more damage","","-","古代アラグ文明の知識","201140801",""
"XIV","Cid (XIV)","","Skyfaring Engineer","-","35% chance to dualcast Machinist abilities","","-","天を駆ける技師","201140802",""
"XIV","Cid (XIV)","","Toiling for Freedom","LMR","Machinist abilities deal 25% more damage when equipping a gun","ATK +10","Machinist's Shirt (XIV)","自由のための技術","201140803","1"
"XIV","Ysayle","","Divine Burden","-","Increases Ice damage dealt by 10%","","-","聖女に重ねた心","201140901",""
"XIV","Ysayle","","Shiva's Vessel","-","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","神降ろしの巫女","201140902",""
"XIV","Ysayle","","The Greater Good","LMR","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice attack on an enemy","MAG +10","Halonic Exorcist's Rod (XIV)","想いを超える力","201140903","1"
"XIV","Ysayle","","Lady Iceheart","LMR","25% chance to dualcast abilities that deal Ice damage","MAG +10","Goetia Chausses (XIV)","氷の巫女","201140904",""
"XIV","Haurchefant","","Silver Swordsman","-","Knight abilities deal 15% more damage","","-","銀髪の剣士","201141001",""
"XIV","Haurchefant","","Fortemps Fortitude","-","Restores HP for 100% of the user's maximum HP and grants [Last Stand] and [HP Stock (2000)] when HP fall below 20%","","-","誇り高き英雄","201141002",""
"XIV","Haurchefant","","Vows Unbroken","LMR","25% chance to reduce damage taken by 30% when equipping a shield","ATK +10","Fortemps Haubergeon (XIV)","一角獣への誓い","201141003","1"
"XIV","Haurchefant","","Smile of a Hero","LMR","25% chance to dualcast Knight abilities","ATK +10","Shire Custodian's Armor (XIV)","英雄に悲しい顔は似合わない","201141004",""
"XIV","Haurchefant","","Hastening (Haurchefant)","LMR+","Grants [Quick Cast 3] after using three Knight abilities","ATK +10","Dreadwyrm Shield (XIV)","短縮【オルシュファン】","201141005",""
"XIV","Estinien","","Set on Vengeance","-","Dragoon abilities deal 15% more damage","","-","復讐の決意","201141101",""
"XIV","Estinien","","Azure Dragoon","-","30% chance to grant [Quick Cast 3] to the user after using a Dragoon ability","","-","蒼天の竜騎士","201141102",""
"XIV","Estinien","","Piercing Purpose","LMR","Grants [Attach Wind] at the beginning of the battle","ATK +10","Drachen Gauntlets (XIV)","貫く意思の槍","201141103","1"
"XIV","Estinien","","Re-action (Estinien)","LMR+","100% chance to dualcast every third Wind/Dark ability","ATK +10","Shire Halberd (XIV)","再動【エスティニアン】","201141104",""
"XIV","Alisaie","","Spirited Swimmer","-","BLK attacks deal 10% more damage","","-","水泳の得意な妹","201141200",""
"XIV","Alisaie","","Progeny of the Circle","-","35% chance to dualcast Black Magic and White Magic abilities","","-","救世詩盟盟主の令孫","201141201",""
"XV","Noctis","","Path of the True King","-","PHY attacks deal 10% more damage","","-","真なる王への軌跡","201150100",""
"XV","Noctis","","Heir to Greatness","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","偉大な父王の跡継ぎ","201150101",""
"XV","Noctis","","Divine Revelation","LMR","25% chance to dualcast Combat abilities","ATK +10","Bronze Bangle (XV)","啓示を受けし者","201150102","1"
"XV","Noctis","","Bringer of Dawn","LMR","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Rune Saber (XV)","夜明けをもたらす者","201150103","4"
"XV","Noctis","","Unwavering Friendship","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Noctis's Armguards (XV)","変わらぬ友情","201150104",""
"XV","Gladiolus","","Leader of the Van","-","PHY attacks deal 10% more damage when equipping a sword","","-","先陣を切る武勇","201150200",""
"XV","Gladiolus","","To Duty Born","-","ATK +3% for each hit taken by damaging attacks, up to +50%","","-","守護者たる器","201150201",""
"XV","Gladiolus","","Shield of the King","LMR","30% chance to cover PHY attacks that target allies, reducing damage taken by 20%","ATK +10","Kite Shield (XV)","王の盾","201150202","1"
"XV","Gladiolus","","Prince's Pillar","LMR","25% chance to dualcast Knight abilities","ATK +10","Gladiolus's Fatigues (XV)","若き統領の挟持","201150203","4"
"XV","Gladiolus","","Trusted Shield","LMR","Grants [Attach Earth] at the beginning of the battle","ATK +10","Gladiolus's Guise (XV)","英霊が認めし戦士","201150204","4"
"XV","Ignis","","Young Philosopher","-","Increases Fire damage dealt by 10%","","-","若き賢者","201150300",""
"XV","Ignis","","Lighting the Way","-","35% chance to dualcast abilities that deal Fire damage","","-","王を照らす炎","201150301",""
"XV","Ignis","","Earnest Chef","LMR","Grants [Quick Cast 3] at the beginning of the battle","ATK +10","Ignis's Fatigues (XV)","生真面目な料理人","201150302","1"
"XV","Ignis","","Overcoming Adversity","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Gold Bangle (XV)","絶え間なき自己研鑽","201150303","4"
"XV","Prompto","","Memorable Journey","-","Increases Lightning damage dealt by 10%","","-","旅の記録者","201150400",""
"XV","Prompto","","Fast Friends","-","30% chance to cause [Imperil Lightning 10% (15s)] to the target after using a Machinist ability on an enemy","","-","掴みし友人の資格","201150401",""
"XV","Prompto","","Common Valor","LMR","25% chance to dualcast Machinist abilities","ATK +10","Iron Bangle (XV)","一般人の覚悟","201150402","1"
"XV","Prompto","","Uncommon Friendship","LMR","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Prompto's Gloves (VX)","生まれを超えた友情","201150403",""
"XV","Iris","","Amicitia Touch","-","WHT abilities restore 15% more HP","","-","アミシティア家の教え","201150500",""
"XV","Iris","","Got Your Back","-","MND +1% for each hit dealt with White Magic abilities, up to +35%","","-","健気な後方支援","201150501",""
"XV","Iris","","Amicitia Line","LMR","25% chance to dualcast White Magic abilities","MND +10","Power Wristband (XV)","アミシティアの系譜","201150502","1"
"XV","Iris","","Hidden Admiration","LMR","35% chance to grant [Quick Cast 1] to the user after using a White Magic or Monk ability","MND +10","Iris's Guise (XV)","秘めた淡き想い","201150503",""
"XV","Aranea","","Edgy Mercenary","-","Increases Lightning damage dealt by 10%","","-","男勝りの傭兵隊長","201150600",""
"XV","Aranea","","Airborne Commander","-","ATK +2% for each hit dealt with Dragoon abilities, up to +50%","","-","空中機動師団准将","201150601",""
"XV","Aranea","","Soaring Valkyrie","LMR","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Aranea's Gauntlet (XV)","天空を翔けし女傑","201150602","1"
"XV","Aranea","","Magitek Dragoon","LMR","25% chance to dualcast Dragoon abilities","ATK +10","Frostbite Suit (XV)","魔導槍の使い手","201150603",""
"XV","Aranea","","Onslaught (Aranea)","LMR+","50% chance to cast an ability (PHY: single, 1x 1.15 ranged Lightning/Dark/NE) after using a Dragoon ability","ATK +10","Tempered Shield (XV)","遊撃【アラネア】","201150604",""
"XV","Cor","","Loyal Retainer","-","Samurai abilities deal 15% more damage","","-","ルシス王の忠臣","201150800",""
"XV","Cor","","The Immortal","-","35% chance to dualcast Samurai abilities","","-","不死将軍と謳われる男","201150801",""
"XV","Cor","","Stern Veteran","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Niello Bracelet (XV)","歴戦の猛者","201150802","4"
"XV","Lunafreya","","Voice of the Gods","-","SUM attacks deal 10% more damage","","-","神々の声を伝える者","201150900",""
"XV","Lunafreya","","Chosen Devotion","-","35% chance to dualcast Summoning abilities","","-","未来の王への献身","201150901",""
"XV","Lunafreya","","Guide of Kings","LMR","Grants [Attach Water] at the beginning of the battle","MAG +5, MND +5","Lunafreya's Diadem (XV)","王を導く使命","201150902",""
"XV","Ardyn","","Elusive Cipher","-","PHY attacks deal 10% more damage","","-","神出鬼没の風来坊","201151000",""
"XV","Ardyn","","King in the Shadows","-","35% chance to dualcast abilities that deal Dark or Fire damage","","-","闇に葬られし王","201151001",""
"XV","Ardyn","","Onslaught (Ardyn)","LMR+","35% chance to cast an ability (PHY: single, 3x 0.39 physical Dark/Fire/NE, heals the user for 20% of the damage dealt) after dealing damage with a Dark or Fire ability","ATK +10","Ardyn's Hat (XV)","遊撃【アーデン】","201151002",""
"FFT","Ramza","","Strength of Conviction","-","Support abilities deal 15% more damage","","-","理想を貫く覚悟","201500100",""
"FFT","Ramza","","Beoulve Spirit","-","Increases the duration of stat buffs by 40%","","-","ベオルブの魂","201500101",""
"FFT","Ramza","","True Hero","LMR","Grants [Instant Cast 1] at the beginning of the battle, begins the round with full ATB gauge","ATK +10","Brigandine (FFT)","真なる勇者","201500102","1"
"FFT","Ramza","","Ambitious Knight","LMR","25% chance to dualcast abilities that deal Holy damage","ATK +10","Platinum Armor (FFT)","高き志の騎士","201500103","4"
"FFT","Ramza","","Martial Pedigree","LMR","Grants [Attach Holy] at the beginning of the battle","ATK +10","Broadsword (FFT)","誉れ高き武門の系譜","201500104",""
"FFT","Agrias","","Knight's Devotion","-","Increases Holy damage dealt by 10%","","-","ホーリーナイトの忠義","201500200",""
"FFT","Agrias","","Knight's Finesse","-","30% chance to cause [Imperil Holy 10% (15s)] to the target after using a Knight ability on an enemy","","-","ホーリーナイトの絶技","201500201",""
"FFT","Agrias","","Unshakeable Faith","LMR","25% chance to dualcast Knight abilities","ATK +10","Jade Armlet (FFT)","揺るがぬ信義","201500202","1"
"FFT","Agrias","","Princess's Shield","LMR","Grants [Attach Holy] at the beginning of the battle","ATK +10","Carabineer Mail (FFT)","王女の守護者","201500203","4"
"FFT","Delita","","Unshakeable Resolve","-","Spellblade abilities deal 15% more damage","","-","確固たる意志","201500300",""
"FFT","Delita","","War Hero","-","35% chance to dualcast Spellblade abilities","","-","獅子戦争の英雄","201500301",""
"FFT","Delita","","Ark Knight's Finesse","LMR","ATK +2% for each hit dealt with Spellblade abilities, up to +34%","ATK +10","Aegis Shield (FFT)","アークナイトの妙技","201500302","1"
"FFT","Delita","","Lowborn Justice","LMR","Spellblade abilities deal 25% more damage when equipping a sword","ATK +10","Golden Helm (FFT)","自らの正義のために","201500303","4"
"FFT","Delita","","Onslaught (Delita)","LMR+","?% chance to cast an ability (PHY: single, 4x ? physical Holy/Fire/Lightning/Ice) after dealing damage with a Spellblade or Knight attack","ATK +10","Assassin's Dagger (FFT)","遊撃【ディリータ】","201500304",""
"FFT","Ovelia","","Gentle Princess","-","WHT abilities restore 15% more HP","","-","優しきプリンセス","201500400",""
"FFT","Ovelia","","Prayer for Ivalice","-","Reduces damage taken by Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark and Poison attacks by 15%","","-","イヴァリースに捧ぐ祈り","201500401",""
"FFT","Ovelia","","Divine Insight","LMR","25% chance to dualcast White Magic abilities","MND +10","Celebrant's Miter (FFT)","聖魔法の心得","201500402","1"
"FFT","Ovelia","","Throes of Fate","LMR","MND +1% for each hit dealt with White Magic abilities, up to +25%","MND +10","Cleansing Staff (FFT)","変遷する運命","201500412","4"
"FFT","Mustadio","","Mechanical Expertise","-","Machinist abilities deal 15% more damage","","-","機械への造詣","201500500",""
"FFT","Mustadio","","Excavator of Relics","-","35% chance to dualcast Machinist abilities","","-","失われた文明の発掘者","201500501",""
"FFT","Mustadio","","Machinist Marksman","LMR","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Empyreal Armband (FFT)","機工士の早撃ち","201500502","1"
"FFT","Orlandeau","","Invincible Knight","-","PHY attacks deal 10% more damage","","-","無敗の騎士","201500600",""
"FFT","Orlandeau","","Holy Steel's Summit","-","Grants [Infinite Haste] and [Instant Cast 3] at the beginning of the battle","","-","騎士の頂点に立つ剣聖","201500601",""
"FFT","Orlandeau","","Supreme Swordsman","LMR","25% chance to dualcast Knight or Darkness abilities","ATK +10","Flame Shield (FFT)","至高の剣技","201500602","1"
"FFT","Orlandeau","","Southern Sky General","LMR","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Moonblade (FFT)","南天騎士団の長","201500603","4"
"FFT","Gaffgarion","","Dark Expertise","-","Increases Dark damage dealt by 10%","","-","ダークナイトの本領","201500700",""
"FFT","Gaffgarion","","Tested Knight","-","35% chance of smart ether 1 to the user after using a Dark attack","","-","歴戦のダークナイト","201500701",""
"FFT","Gaffgarion","","Dark Knight's Revelry","LMR","Restores HP for 100% of the user's maximum HP and grants [Extended Quick Cast] when HP fall below 20%","ATK +10","Power Garb (FFT)","ダークナイトの妙技","201500702","1"
"FFT","Gaffgarion","","Fell Aspirations","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Slasher (FFT)","ダークナイトの本懐","201500703","4"
"FFT","Rapha","","Skyseer Mystique","-","Increases Lightning damage dealt by 10%","","-","天道士の秘術","201500900",""
"FFT","Rapha","","Sky Mantra Secrets","-","35% chance to dualcast abilities that deal Lightning damage","","-","天道術の神秘","201500901",""
"FFT","Rapha","","Keeper of Faith","LMR","35% chance to grant [Quick Cast 1] to the user after using a Lightning attack","MAG +10","Rapha's Bracer (FFT)","受け継ぎし真言","201500902","1"
"FFT","Marach","","Netherseer Mystique","-","Increases Lightning damage dealt by 10%","","-","天冥士の秘術","201501000",""
"FFT","Marach","","Nether Mantra Secrets","-","35% chance to dualcast abilities that deal Lightning damage","","-","天冥術の神秘","201501001",""
"FFT","Marach","","Sower of Doubt","LMR","Grants [Attach Lightning] at the beginning of the battle","MAG +10","Marach's Guise (FFT)","裏真言の真価","201501002","1"
"FFT","Marach","","Blood of Galthena","LMR","20% chance to cause [Imperil Lightning 10% (15s)] to the target after using a Lightning ability on an enemy","MAG +10","Magepower Glove (FFT)","ガルテナーハの末裔","201501003",""
"FFT","Meliadoul","","Divine Blade","-","Knight abilities deal 15% more damage","","-","ディバインナイトの剣技","201501100",""
"FFT","Meliadoul","","Divine Secrets","-","30% chance to cause [Imperil Earth 10% (15s)] to the target after using a Knight ability on an enemy","","-","ディバインナイトの絶技","201501101",""
"FFT","Meliadoul","","Unyielding Essence","LMR","Knight abilities deal 25% more damage when equipping a sword","ATK +10","Venus Blade (FFT)","剛剣の真髄","201501102","1"
"FFT","Marche","","Indomitable Hope","-","Increases Holy damage dealt by 10%","","-","迷いながらも進む意志","201501200",""
"FFT","Marche","","Inescapable Might","-","35% chance to dualcast Knight abilities","","-","逃げない強さ","201501201",""
"FFT","Marche","","Deepest Wish","LMR","Knight abilities deal 25% more damage when equipping a sword","ATK +10","Bronze Helm (A) (FFT)","心の底に秘めた望み","201501202","1"
"FFT","Montblanc","","Black Mage Flair","-","BLK attacks deal 10% more damage","","-","黒魔道士の資質","201501300",""
"FFT","Montblanc","","Time Mage Flair","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","時魔道士の資質","201501301",""
"FFT","Montblanc","","Magic Crutch","LMR","35% chance to grant [Quick Cast 1] to the user after using a BLK attack","MAG +10","Silken Robe (A) (FFT)","補うための魔法の知識","201501302","1"
"FFT","Montblanc","","Kindhearted Moogle","LMR","25% chance to cast an ability (NAT: group, ATK/MAG/MND -30%) after using a Dancer ability","MAG +10","Circlet (A) (FFT)","親切なモーグリ","201501303","4"
"FFT","Montblanc","","Trance (Montblanc)","LMR+","Restores HP for 100% of the user's maximum HP and grants [Instant ATB 1] and [Montblanc Trance] when HP fall below 20%","MAG +10","Galmia Set (A) (FFT)","底力【モンブラン】","201501304",""
"FFT","Alma","","Sanguine Sister","-","WHT abilities restore 15% more HP","","-","明朗活発な妹","201501400",""
"FFT","Alma","","Saint Reborn","-","35% chance to dualcast White Magic abilities","","-","聖者の生まれ変わり","201501401",""
"FFT","Alma","","Brother's Keeper","LMR","27% chance to grant [Magical Blink 1] to the target after using a single-target White Magic ability that restores HP on an ally","MND +10","Wizard's Rod (FFT)","兄を案じる心","201501402","1"
"FFT","Alma","","Devout Cleric","LMR","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Red Robe (FFT)","敬虔なるクレリック","201501403",""
"FFT","Orran","","Thunder God's Scion","-","WHT abilities restore 15% more HP","","-","雷神の片腕","201502800",""
"FFT","Orran","","Life and Death","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","命を賭した戦い","201502801",""
"FFT","Orran","","Southern Sky Tactics","LMR","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Battle Folio (FFT)","南天騎士団の軍師","201502802","1"
"Type-0","Ace","","Hidden Zeal","-","Increases Fire damage dealt by 10%","","-","秘めた情熱","201600100",""
"Type-0","Ace","","Trump Card","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","螺旋の終焉記す札使","201600101",""
"Type-0","Ace","","Spiral Breaker","LMR","25% chance to grant [Physical Blink 1] to the user after using a BLK ability","MAG +10","Argentic Deck (Type-0)","未来を手繰り寄せる者","201600102","1"
"Type-0","Ace","","Chocobond","LMR","Grants [Attach Fire] at the beginning of the battle","MAG +10","Flame Armlet (Type-0)","チョコボへの愛","201600103","4"
"Type-0","Ace","","Sleight of Hand","LMR","25% chance to dualcast abilities that deal Fire damage","MAG +10","Armored Cloak (Type-0)","臨機応変の奇術","201600104","4"
"Type-0","Ace","","Wielder of Power","LMR","25% chance to cast an ability (BLK: single, 3x 3.03 magical Fire/NE, restores 1500 HP to the lowest HP% ally) after dealing damage with a Fire attack","MAG +10","Ironclad Deck (Type-0)","受け取る力を司る者","201600105","4"
"Type-0","Deuce","","Kindred Spirit","-","WHT abilities restore 15% more HP","","-","友愛の心","201600200",""
"Type-0","Deuce","","Dutiful Dynamo","-","35% chance to dualcast White Magic abilities","","-","優しく一途な頑張り屋","201600201",""
"Type-0","Deuce","","Eye for Detail","LMR","Increases the duration of stat buffs by 30%","MND +10","Feathered Cap (Type-0)","少女の心くばり","201600202","1"
"Type-0","Deuce","","Reserved Demeanor","LMR","25% chance to grant [Heals +30%] for 10 seconds to the user after using a Bard ability","MND +10","Baroque Flute (Type-0)","ひかえめな態度","201600203","4"
"Type-0","Deuce","","Decorous Demeanor","LMR","25% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability","MND +10","Sorcerer's Hat (Type-0)","おだやかな佇まい","201600204",""
"Type-0","Nine","","Winds of Destruction","-","Increases Wind damage dealt by 10%","","-","ズバ抜けた行動力","201600300",""
"Type-0","Nine","","Basher-in-Chief","-","ATK +2% for each hit dealt with damaging jump attacks, up to +50%","","-","0組のブッコミ隊長","201600301",""
"Type-0","Nine","","Dizzying Leap","LMR","20% chance to cause [Imperil Wind 10% (15s)] to the target after using a jump attack on an enemy","ATK +10","Heavy Lance (Type-0)","破天荒な跳躍","201600302","1"
"Type-0","Nine","","Fierce Fellowship","LMR","25% chance to dualcast Dragoon abilities","ATK +10","Harpoon (Type-0)","堅き仲間意識","201600303",""
"Type-0","Machina","","Still Blade","-","Spellblade abilities deal 15% more damage","","-","剣技冴え渡る転入生","201600400",""
"Type-0","Machina","","Keeper of Fear","-","35% chance to grant [Stoneskin: 30%] to the user after using a Spellblade ability","","-","恐れの座を司る者","201600401",""
"Type-0","Machina","","Power Hungry","LMR","Grants [Attach Earth] at the beginning of the battle","ATK +10","Platinum Bangle (Type-0)","力を渇望する少年","201600402","1"
"Type-0","Machina","","Chichiri's Godfather","LMR","25% chance to dualcast Spellblade abilities","ATK +10","Metal Gloves (Type-0)","チチリの名付け親","201600403","4"
"Type-0","Rem","","Mage par Excellence","-","Increases Holy damage dealt by 10%","","-","魔力に秀でた転入生","201600500",""
"Type-0","Rem","","Keeper of Love","-","35% chance to dualcast White Magic abilities","","-","愛の座を司る者","201600501",""
"Type-0","Rem","","Gentle Spirit","LMR","MND +1% for each hit dealt with White Magic abilities, up to +25%","MND +10","Gold Hairpin (Type-0)","慈愛の乙女","201600502","1"
"Type-0","Rem","","Saint's Fire","LMR","50% chance to cast an ability (WHT: single, 5.05 magical Holy/Fire/NE) after using a Holy attack","MND +10","Lunar Armlet (Type-0)","セイントファイア","201600503","4"
"Type-0","Rem","","Magic Expert","LMR","Grants [Attach Holy] at the beginning of the battle","MND +10","Mythril Gloves (Type-0)","魔法のエキスパート","201600504","4"
"Type-0","Queen","","Ruled by Reason","-","Increases Lightning damage dealt by 10%","","-","理路整然な才媛","201600600",""
"Type-0","Queen","","Savage Heart","-","Restores HP for 100% of the user's maximum HP and grants [Queen Trance] when HP fall below 20%","","-","秘められた羅刹の心","201600601",""
"Type-0","Queen","","Calculated Craft","LMR","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Queen's Guise (Type-0)","冷静沈着な戦術","201600602","1"
"Type-0","Queen","","Mercurial Will","LMR","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Blitz Armlet (Type-0)","豹変する委員長","201600603","4"
"Type-0","King","","Crimson Firearms","-","PHY attacks deal 10% more damage when equipping a gun","","-","朱雀の二丁拳銃","201600700",""
"Type-0","King","","Solemn Marksman","-","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","不言実行の銃士","201600701",""
"Type-0","King","","Depths Within","LMR","Grants [Attach Lightning] at the beginning of the battle","ATK +10","Platinum Gloves (Type-0)","内に秘めたる深情","201600702","1"
"Type-0","King","","Trusted Leader","LMR","25% chance to dualcast abilities that deal Lightning damage","ATK +10","Ballistic Vest (Type-0)","頼れる兄貴分","201600703",""
"Type-0","King","","Onslaught (King)","LMR+","35% chance to cast an ability (PHY: single, 4x ? ranged physical Lightning/NE) after dealing damage with a Lightning attack","ATK +10","Mythril Vest (Type-0)","遊撃【キング】","201600704",""
"Type-0","Cinque","","Mistress of the Mace","-","PHY attacks deal 10% more damage when equipping a hammer","","-","メイスを操る候補生","201600800",""
"Type-0","Cinque","","Burgeoning Strength","-","50% chance to grant Heavy Charge +1 to the user after using a Heavy ability","","-","怪力無双の乙女","201600801",""
"Type-0","Cinque","","Chestnut Braid","LMR","Grants [Attach Earth] at the beginning of the battle","ATK +10","Dominion Helmet (Type-0)","栗色の三つ編み","201600802","1"
"Type-0","Cinque","","Heavy Hitter","LMR","PHY attacks deal 20% more damage when equipping a hammer","ATK +10","Guardian Armor (Type-0)","大ダメージを好む少女","201600803","4"
"Type-0","Seven","","Uncommon Insight","-","Increases Ice damage dealt by 10%","","-","洞察に優れた候補生","201600900",""
"Type-0","Seven","","Commanding Presence","-","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","凛々しき佇まい","201600901",""
"Type-0","Seven","","Class Act","LMR","20% chance to cause [Imperil Ice 10% (15s)] to the target after using a Ice attack on an enemy","MAG +10","Gauntlet (Type-0)","0組女生徒の憧れ","201600902","1"
"Type-0","Seven","","Indulgent Generosity","LMR","25% chance to dualcast abilities that deal Ice damage","MAG +10","Frostshield Cloak (Type-0)","断り切れない性格","201600903",""
"Type-0","Sice","","Steadfast Judgment","-","Increases Dark damage dealt by 10%","","-","揺るがぬ判断力","201601000",""
"Type-0","Sice","","Silver Scythe","-","35% chance to dualcast Darkness abilities","","-","銀髪の大鎌使い","201601001",""
"Type-0","Sice","","Survival Mentality","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Silver Bracelet (Type-0)","弱肉強食の思想","201601002","1"
"Type-0","Sice","","Hastening (Sice)","LMR+","Grants [Quick Cast 3] after using three Dark abilities","ATK +10","Heavy Coat (Type-0)","短縮【サイス】","201601003",""
"Type-0","Jack","","Reason to Smile","-","PHY attacks deal 10% more damage","","-","笑顔の理由","201601100",""
"Type-0","Jack","","Stoic Soul","-","Grants [Retaliate] and [75% Critical (25s)] when HP fall below 20%","","-","克己的な本質","201601101",""
"Type-0","Jack","","Edge of Flame","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +10","Diamond Gloves (Type-0)","二の太刀いらずの剣士","201601102","1"
"Type-0","Jack","","Re-action (Jack)","LMR+","100% chance to dualcast every third Fire ability","ATK +10","Imperial Blade (Type-0)","再動【ジャック】","201601103",""
"Type-0","Eight","","Quiet Zeal","-","Monk abilities deal 15% more damage","","-","静かなる熱意","201601200",""
"Type-0","Eight","","Righteous Fists","-","Restores HP for 100% of the user's maximum HP and grants [Back to the Wall Mode] when HP fall below 20%","","-","正義を掲げる拳","201601201",""
"Type-0","Eight","","Keen Perception","LMR","Grants [Attach Ice] at the beginning of the battle","ATK +10","Silver Knuckles (Type-0)","優れた見識","201601202","1"
"Type-0","Eight","","Re-action (Eight)","LMR+","100% chance to dualcast every third Ice ability","ATK +10","Iron Fists (Type-0)","再動【エイト】","201601203",""
"Type-0","Cater","","Feisty Firecracker","-","Machinist abilities deal 15% more damage","","-","明朗快活な銃士","201601300",""
"Type-0","Cater","","Prodigal Talent","-","35% chance to dualcast Machinist abilities","","-","非凡なる才","201601301",""
"Type-0","Cater","","Battlefield Swagger","LMR","35% chance to grant [Quick Cast 1] to the user after using a Machinist ability","ATK +10","Magicite Pistol (Type-0)","戦場に向かう勇姿","201601302","1"
"Type-0","Trey","","Boastful Brainiac","-","Sharpshooter abilities deal 15% more damage","","-","自負する博識","201601400",""
"Type-0","Trey","","Honed Mind","-","35% chance to dualcast Sharpshooter abilities","","-","研ぎ澄まされた精神","201601401",""
"Type-0","Trey","","Accomplished Archer","LMR","PHY attacks deal 20% more damage when equipping a bow","ATK +10","Trey's Summer Guise (Type-0)","博雅の名射手","201601402","4"
"KH","Sora","","Chosen of the Keyblade","-","Spellblade abilities deal 15% more damage","","-","キーブレードに選ばれし者","201700100",""
"KH","Sora","","Fire Arts","-","Grants [Haste] and [Attach Fire] at the beginning of the battle","","-","ファイア免許皆伝","201700101",""
"KH","Sora","","Blizzard Arts","-","Grants [Haste] and [Attach Ice] at the beginning of the battle","","-","ブリザド免許皆伝","201700102",""
"KH","Sora","","Thunder Arts","-","Grants [Haste] and [Attach Lightning] at the beginning of the battle","","-","サンダー免許皆伝","201700103",""
"KH","Sora","","Connected Hearts","LMR","25% chance to dualcast Spellblade abilities","ATK +10","Sora (KH)","繋がる心","201700104",""
"KH","Riku","","True Chosen One","-","Increases Dark damage dealt by 10%","","-","真に選ばれし者","201700200",""
"KH","Riku","","Friends and Memories","-","35% chance to dualcast abilities that deal Dark damage","","-","友への思い","201700201",""
"KH","Riku","","Seeker of Darkness","LMR","Grants [Attach Dark] at the beginning of the battle","ATK +10","Riku (KH)","闇の探求者","201700202",""
"KH","Roxas","","Number XIII","-","Increases Holy damage dealt by 10%","","-","機関員No.XIII","201700400",""
"KH","Roxas","","Key of Destiny","-","35% chance to dualcast Knight abilities","","-","めぐりあう鍵","201700401",""
"KH","Roxas","","Mysterious Key","LMR","Grants [Attach Holy] at the beginning of the battle","ATK +10","Ominous Blight (KH)","鍵をあやつる謎の少年","201700402",""
"KH","Axel","","Number VIII","-","Increases Fire damage dealt by 10%","","-","機関員No.VIII","201700500",""
"KH","Axel","","Flurry of Dancing Flames","-","35% chance to dualcast abilities that deal Fire damage","","-","おどる火の風","201700501",""
"KH","Axel","","Organization's Finest","LMR","Grants [Attach Fire] at the beginning of the battle","ATK +5, MAG +5","Blaze of Glory (KH)","機関の切れ者","201700502",""
"Beyond","Reynn","","Keen Observer","-","Increases Ice damage dealt by 10%","","-","鋭い観察力","201900500",""
"Beyond","Reynn","","Longing to Mother","-","30% chance to grant [Quick Cast 3] to the user after using a Ice attack","","-","母への憧れ","201900501",""
"Beyond","Reynn","","Symphony of Ice","LMR","25% chance to dualcast abilities that deal Ice damage","MAG +10","Blue Alpha Arm (Beyond)","氷のシンフォニー","201900502","1"
