"Character","Source","Name","Synchro Ability Slot","Synchro Condition","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","Synchro Condition ID"
"Orlandeau","Seiken Perfection","Thunder God's Epiphany","2","Knight","NAT","Self","","","","1.65","Grants [Thunder God's Might]","N","Self","100","Knight","雷神開眼","30548543","11"
"Orlandeau","Fellsword Perfection","Swordplay: Into Darkness","1","Dark, Earth","PHY","Single enemy","Physical","5.40","Dark, Earth, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Knight","剣技・闇路","31540799","2014"
"Orlandeau","Fellsword Perfection","Swordplay: Blackout","2","Dark, Earth","PHY","Single enemy","Physical","2.70","Dark, Earth, NE","1.65","Three single attacks (0.90 each), grants [100% Critical 2] to the user","Y","Lowest HP% enemy","90","Knight","剣技・暗転","31540800","2014"
"Gaffgarion","Dark End","Stygian Feat","1","Dark","PHY","Single enemy","Physical","5.40","Dark, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","120","Darkness","漆黒の妙技","30544380","107"
"Gaffgarion","Dark End","Guileful Blow","2","Dark","PHY","Single enemy","Physical","6.00","Dark, NE","1.65","1/1/2 single attacks (4.00/4.00/3.00 each) capped at 99999, 0/100/100% additional critical chance if user has 0/750/1500 Soul Break points, causes [Soul Break Gauge -250] if user has 1500 Soul Break points","Y","Lowest HP% enemy","90","Darkness","老獪なる一撃","30544381","107"
"Ramza","Brave Story","True Hero's Blade","1","Knight","PHY","Single enemy","Physical","5.40","Holy, NE","1.65","Six single attacks (0.90 each), grants Vigilance +1 to the user","Y","Lowest HP% enemy","90","Knight","超おうえん","30548743","11"
"Ramza","Brave Story","Ultra Boost","2","Holy","NAT","All allies","","","","1.65","Grants [Instant Cast 2]/[Critical Damage +50% 2]/[100% Critical] to the user/all allies/all allies at Vigilance level 0/1/2, removes Vigilance from the user","N","All allies","100","Knight","超おうえん","30548744","106"
"Orran","Stargazer","Essential Dignity","1","White Magic","WHT","Single ally","","","","1.65","Restores HP (55), grants [Instant Cast 1]","N","Lowest HP% ally","100","White Magic","ディグニティ","30542665","2"
"Orran","Stargazer","Celestial Intersection","2","Bard, White Magic","WHT","Single ally","","","","0.01","Restores HP (105)","N","Lowest HP% ally","70","White Magic","星天交差","30542666","1005"
"Delita","Hero-King's Ruination","Quad-Element Strike","1","Spellblade, Knight","PHY","Single enemy","Physical","5.40","Holy, Fire, Lightning, Ice, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Spellblade","聖炎氷雷斬","31540428","1008"
"Delita","Hero-King's Ruination","Quad-Element Blast","2","Spellblade, Knight","PHY","Single enemy","Physical","2.70","Holy, Fire, Lightning, Ice, NE","1.65","Three single attacks (0.90 each), grants [Spellblade/Knight +30% Boost 3] to the user","Y","Lowest HP% enemy","90","Spellblade","聖炎氷雷破","31540429","1008"
"Agrias","Last Judgment Blade","Gift of Loyalty","1","Holy","PHY","Single enemy","Physical","5.40","Holy, NE","1.65","Six single attacks (0.90 each), causes [Imperil Holy 10% (5s)]","Y","Lowest HP% enemy","90","Knight","忠の神技","31540436","106"
"Agrias","Last Judgment Blade","Gift of Faith","2","Holy","NAT","Self","","","","0.01","Grants [High Quick Cast 1] and [Dualcast Holy 1]","N","Self","70","Knight","信の神技","31540437","106"
"Alma","Chant of Devotion","Angelic Gift","1","White Magic","NAT","All allies","","","","0.01","Grants [10% Damage Reduction Barrier 1]/[Magical Blink 1]/[50% Damage Reduction Barrier 1] and [Astra] at Sacred Souls level 0/1/2, causes Sacred Souls -0/-1/-2 to the user","N","All allies","70","White Magic","聖天使の天稟","31540439","2"
"Alma","Chant of Devotion","Brother's Teachings","2","White Magic","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","兄に教わりし魔法","31540440","2"
"Ovelia","Royal Grace","Sister's Trust","1","White Magic","WHT","Single ally","","","","0.01","Restores HP (105), grants [Resist Dark 20% (5s)]","N","Lowest HP% ally","70","White Magic","修道女の信頼","31540803","2"
"Ovelia","Royal Grace","Princess's Wishes","2","White Magic","WHT","All allies","","","","1.65","Restores HP (55) if the user has Queen's Charge level 1, restores HP (25) if the user has Queen's Charge level 0, causes Queen's Charge -1 to the user","N","All allies","100","White Magic","優しき王女の祈り","31540804","2"
"Meliadoul","Unyielding Blade: Crush Weapon","Unyielding Vengeance","1","Earth, Holy","PHY","Single enemy","Physical","5.70","Earth, Holy, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each), 25%/50%/75%/100% additional critical chance scaling with uses","Y","Lowest HP% enemy","90","Knight","復讐の剛剣","31540822","2013"
"Meliadoul","Unyielding Blade: Crush Weapon","Unyielding Union","2","Earth, Holy","PHY","Single enemy","Physical","0.90","Earth, Holy, NE","1.65","One single attack (0.90), grants [Quick Cast 2] and [Knight +30% Boost 2] to the user","Y","Lowest HP% enemy","90","Knight","共闘の剛剣","31540823","2013"
"Montblanc","100% Wool","Chocobo Rush","1","Black Magic, Dancer","BLK","Single enemy","Magical","","","1.65","One single attack that deals 50000/99999 damage if the user has Anti-Law level 0/1, causes Anti-Law -1 to the user","Y","Lowest HP% enemy","100","Black Magic","チョコボの暴走","31540808","1015"
"Montblanc","100% Wool","Tail Wag","2","Black Magic, Dancer","NAT","All allies","","","","0.01","Grants [Quick Cast 1] and [40% Damage Reduction Barrier 1], grants Anti-Law +1 to the user","N","All allies","70","Dancer","しっぽを振る","31540809","1015"
"Cinque","Meteor Cyclone","Earth Destroyer","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Wind, NE","1.65","Six single attacks (0.90 each), causes [ATK and MAG -50%] for 8 seconds at Heavy Charge 2","Y","Lowest HP% enemy","90","Heavy","アースデストロイ","30549391","103"
"Cinque","Meteor Cyclone","Earth Ravager","2","Earth","PHY","Single enemy","Physical","2.70","Earth, Wind, NE","1.65","Three single attacks (0.90 each), grants [Heavy Charge +1] and [Earth Ability +50% Boost 1] to the user","Y","Lowest HP% enemy","90","Heavy","アースラヴィッジ","30549392","103"
"Cinque","Cracking Cyclone","Full Quake Swing","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Wind, NE","1.65","Three single attacks (1.80 each), grants [Earth Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Heavy","フルアーススイング","31540889","103"
"Cinque","Cracking Cyclone","Mace Vortex","2","Earth","PHY","Single enemy","Physical","2.40","Earth, Wind, NE","0.01","One single attack (0.80), grants [Instant Cast 2] to the user","Y","Lowest HP% enemy","60","Heavy","メイスヴォルテックス","31540890","103"
"Rem","Saintly Huntcraft","Dagger Dia","1","Holy","WHT","Single enemy","Magical","18.60","Holy, NE","1.65","Six single attacks (3.10 each)","Y","Lowest HP% enemy","90","White Magic","ダガーディア","30542258","106"
"Rem","Saintly Huntcraft","Spell Conversion","2","Holy","WHT","Single enemy","Magical","9.30","Holy, NE","1.65","Three single attacks (3.10 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","White Magic","スペルコンバート","30542259","106"
"Ace","Assault Cards","Flare BOM","1","Fire","BLK","Single enemy","Magical","18.60","Fire, NE","1.65","Six single attacks (3.00/3.05/3.10 each) if user has Physical Blink 0/1/2+","Y","Lowest HP% enemy","90","Black Magic","フレアBOM","30541910","100"
"Ace","Assault Cards","Split Cards","2","Fire","NAT","Self","","","","0.01","Grants [Quick Cast 2]  and [Physical Blink 2]","N","Self","90","Black Magic","スプリットカード","30541911","100"
"Machina","Power of Fear","Impact Drill","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Dark, NE","1.65","Six single attacks (0.90 each), grants [Earth Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","インパクトドリル","31540020","103"
"Machina","Power of Fear","Drill Lance","2","Earth","PHY","Single enemy","Physical","5.40","Earth, Dark, NE","1.65","Six single attacks (0.90 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Spellblade","ドリルスラスト","31540021","103"
"Deuce","Vital Symphony","Set Tone Cluster","1","Bard, White Magic","WHT","All allies","","","","1.65","Restores HP (25), grants Tone Cluster +1 (max 3)","N","All allies","100","White Magic","音塊配置","31540139","1005"
"Deuce","Vital Symphony","Concerto MP","2","Bard","NAT","All allies","","","","0.01","Grants [Stoneskin: 10%]/[Stoneskin: 20%]/[Stoneskin: 30%]/[Stoneskin: 50%] if the user has Tone Cluster 0/1/2/3, removes all Tone Cluster from the user","N","All allies","70","Bard","コンチェルトmp","31540140","14"
"Cater","Tri-Color Snipe Mode","Explosive Shell","1","Machinist","PHY","Single enemy","Physical","5.40","Fire, Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each), grants [Machinist +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Machinist","爆発弾","31540142","16"
"Cater","Tri-Color Snipe Mode","Land Mine","2","Machinist","PHY","Single enemy","Physical","6.00","Fire, Ice, Lightning, NE","1.65","One single ranged attack (6.00) capped at 99999, causes [Imperil Fire 30% (5s)], [Imperil Ice 30% (5s)] and [Imperil Lightning 30% (5s)], 100% additional critical chance if user has Magicite > 0, causes Magicite -1 to the user","Y","Lowest HP% enemy","90","Machinist","地雷弾","31540143","16"
"Seven","Icicle Strike","Blizzaga BOM","1","Ice","BLK","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each), causes [Imperil Ice 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","ブリザガBOM","31540334","101"
"Seven","Icicle Strike","Icicle Prison","2","Ice","NAT","Self","","","","0.01","Grants [Dualcast Ice 1] and [Ice Ability +50% Boost 1]","N","Self","70","Black Magic","アイシクルプリズン","31540335","101"
"Queen","Devastate","Demonblade Flash","1","Lightning","PHY","Single enemy","Physical","5.40","Lightning, Dark, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Spellblade","羅刹の剣閃","31540468","102"
"Queen","Devastate","Two-Faced Blessing","2","Lightning","NAT","Self","","","","0.01","Grants [Quick Cast 1] if the user has Lucid Power 0, grants [Lightning Ability +50% Boost 3], [Instant Cast 3] and [Damage Cap +10000 3] if the user has Lucid Power 1, causes Lucid Power -1","N","Self","70","Spellblade","双面の加護","31540469","102"
"King","Endless Kingsnipe","King's Bullet","1","Lightning","PHY","Single enemy","Physical","1.80","Lightning, NE","1.65","2/4/6 single ranged attacks (0.90 each) scaling with uses","Y","Lowest HP% enemy","90","Machinist","キングスバレット","31540769","102"
"King","Endless Kingsnipe","Quickscope","2","Lightning","NAT","Self","","","","0.01","Grants [Quick Cast 2], grants [Lightning Ability +30% Boost 2] if the user has Stoic Sniper level 1, causes Stopic Sniper -1","N","Self","70","Machinist","クイックモーション","31540770","102"
"Trey","Grand Delta","Triple Dual Arrows","1","Sharpshooter","PHY","Single enemy","Physical","5.40","Fire, Ice, Water, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Sharpshooter","トライショット","31540868","19"
"Trey","Grand Delta","Sharp Snipe","2","Sharpshooter","PHY","Single enemy","Physical","0.90","Fire, Ice, Water, NE","1.65","One single ranged attack (0.90), grants [Quick Cast 2] and [100% Critical 2] to the user","Y","Lowest HP% enemy","90","Sharpshooter","アローフォース","31540869","19"
"Sice","Deadly Scythe","Nemesis Aura","1","Dark","PHY","Single enemy","Physical","5.40","Dark, NE","1.65","Six single attacks (0.90 each), grants [Dark Ability +30% Boost 1] and Malice Unleashed +1 to the user","Y","Lowest HP% enemy","90","Darkness","ネメシスゾーン","31540893","107"
"Sice","Deadly Scythe","Wicked Nebula","2","Dark","PHY","Single enemy","Physical","5.34","Dark, NE","0.83","One single attack (5.34) capped at 99999, heals the user for 20% of the damage dealt if the user has Malice Unleashed level 1, grants [High Quick Cast 2] if the user has Malice Unleashed level 1, causes Malice Unleashed -1 to the user","Y","Lowest HP% enemy","90","Darkness","イービルネビュラ","31540894","107"
"Eight","Melting Fist","Shatterfrost Stance","1","Ice","PHY","Single enemy","Physical","5.70","Ice, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each) scaling with uses, 25%/50%/75%/100% additional critical chance scaling with uses","Y","Lowest HP% enemy","90","Monk","氷爆の型","31540885","101"
"Eight","Melting Fist","Sparkfrost Stanc","2","Ice","PHY","Single enemy","Physical","6.00","Ice, NE","1.65","One single attack (6.00) capped at 99999, sets the user's HP to 1 if the user has Icy Fury level 1, grants [Instant Cast 1] if the user has Icy Fury level 1, causes Icy Fury -1 to the user","Y","Lowest HP% enemy","90","Monk","氷雪の陣","31540886","101"
"Jack","Piercing Gleam","Gleam of Steel","1","Fire","PHY","Single enemy","Physical","7.20","Fire, NE","1.65","4/8 single attacks (0.90 each), 50%/100% additional critical chance if the user has Piercing Gleam level 0/1+, grants [Damage Cap +10000 1] to the user if the user has Piercing Gleam level 1+, causes Piercing Gleam -1 to the user","Y","Lowest HP% enemy","90","Samurai","太刀一閃","31541014","100"
"Jack","Piercing Gleam","Backwater Stance","2","Fire","NAT","Self","","","","0.01","Grants [ATK +30%, DEF -50% (8s)], [Samurai +30% Boost 2] and Piercing Gleam +2","N","Self","70","Samurai","背水の構え","31541015","100"
"Rain","Crimson Nova","Crimson Charge","1","Spellblade","PHY","Single enemy","Physical","5.91","Fire, Earth, NE","1.65","One single attack (5.91) capped at 99999, grants Alpha Level +1 to the user","Y","Lowest HP% enemy","90","Spellblade","クリムゾンチャージ","30547213","4"
"Rain","Crimson Nova","Crimson Break","2","Spellblade","PHY","Single enemy","Physical","5.91","Fire, Earth, NE","1.65","One single attack (5.91) capped at 99999, grants Beta Level +1 to the user","Y","Lowest HP% enemy","90","Spellblade","クリムゾンブレイク","30547214","4"
"Fina","Eternal Light","Eternal Heal","1","White Magic","WHT","Single ally","","","","0.01","Restores HP (105)","N","Lowest HP% ally","70","White Magic","エタニティヒール","30542561","2"
"Fina","Eternal Light","Eternal Cheer","2","White Magic, Support","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","エタニティチアー","30542562","1003"
"Lasswell","Winter's Oblivion","Icemoon Blade","1","Ice","PHY","Single enemy","Physical","5.40","Ice, Wind, NE","1.65","Six single attacks (0.90 each), 100% additional critical chance if user has any retaliate, removes any retaliate from the user","Y","Lowest HP% enemy","90","Samurai","氷月の太刀","30549310","101"
"Lasswell","Winter's Oblivion","Oblivion Stance","2","Ice","PHY","Single enemy","Physical","5.91","Ice, Wind, NE","1.65","One single attack (5.91) capped at 99999, grants [High Retaliate] to the user","Y","Lowest HP% enemy","90","Samurai","無明の構え","30549311","101"
"Enna Kros","The World's Rules: Genesis","Purging Meteor","1","Earth","BLK","Single enemy","Magical","18.30","Earth, Holy, NE","1.65","Six single attacks (2.05 each), 3.05 multiplier if exploiting Earth or Holy weakness, grants [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Black Magic","粛清のエストレラ","31540611","103"
"Enna Kros","The World's Rules: Genesis","Mother Earth","2","Earth","NAT","Self","","","","0.01","Grants [Earth Ability +50% Boost 3]","N","Self","70","Black Magic","母なる大地","31540612","103"
"Serafie","The Self-Styled Mascot Strikes!","Whisperwind","1","Wind","BLK","Single enemy","Magical","18.30","Wind, NE","1.65","Six single attacks (3.05 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","かぜのささやき","31540781","104"
"Serafie","The Self-Styled Mascot Strikes!","Pixie Lullaby","2","Black Magic, Bard","BLK","Single enemy","Magical","2.70","Wind, NE","0.01","One single attack (2.70), grants [Wind Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","60","Black Magic","妖精の子守歌","31540782","1013"
