Character,Source,Img,Name,Type,Target,Formula,Mutiplier,Element,Time,Effects,Counter,Auto Target,SB,School
Lann,Channel Element: Fire,,Melting Blow,PHY,Single enemy,Physical,1.92,"Fire, NE",1.65,"Four single ranged attacks (0.48 each), 0.60 multiplier if exploiting elemental weakness",Y,Lowest HP% enemy,50,Combat
Lann,Channel Element: Fire,,Solar Flame,PHY,All enemies,Physical,1.30,"Fire, NE",1.65,"Two group ranged attacks (0.65 each), grants Dark Bargain to the user for 20 seconds",Y,All enemies,50,Combat
Morrow,Chrono Break,,Seal,PHY,Single enemy,Physical,2.00,-,0.83,"One single attack (2.00), MAG -50% for 15 seconds",Y,Random enemy,50,Support
Morrow,Chrono Break,,Great Divide,PHY,Single enemy,Physical,2.00,-,0.83,"One single attack (2.00), MND -40% for 15 seconds",Y,Random enemy,50,Support
Aemo,Reprogram,,Healing Harmony,WHT,Single ally,Magical,3.00,Holy,1.65,"Restores HP (80), damages undeads, removes negative effects",Y,Lowest HP% ally,50,White Magic
Aemo,Reprogram,,Living Harmony,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Wrieg,Force Blaster,,Geocrush,PHY,Single enemy,Physical,3.32,"Earth, NE",1.65,"Four single ranged jump attacks (0.83 each), air time (2.50 sec.)",Y,Lowest HP% enemy,50,Dragoon
Wrieg,Force Blaster,,Earth Stomp,PHY,All enemies,Physical,1.50,"Earth, NE",1.65,"Two group attacks (0.75 each), grants Sentinel to the user for 25 seconds",Y,All enemies,50,Knight
Tama,Petal Pummel,,Bid for Time,WHT,Single ally,Magical,2.20,Holy,0.01,"Restores HP (60), damages undeads, removes KO (20% HP)",Y,Lowest HP% ally,50,White Magic
Tama,Petal Pummel,,Cheer,WHT,All allies,Magical,2.00,Holy,1.65,"Restores HP (25), damages undeads",Y,All allies,50,White Magic
Enna Kros,Creator's Judgment,,Might of A,BLK,Single enemy,Magical,8.96,"Earth, Holy",1.65,Four single attacks (2.24 each),Y,Lowest HP% enemy,50,Black Magic
Enna Kros,Creator's Judgment,,Mortal Meddling,BLK,Single enemy,Magical,6.87,"Earth, Holy",1.65,"Three single attacks (2.29 each), grants Black Magic +15% Boost 3 to the user",Y,Lowest HP% enemy,50,Black Magic
